symbol,candle_time,is_close_gt_ema,is_in_uptrend,uptrend_time_span,is_close_lt_ema,is_in_downtrend,downtrend_time_span,status
BANKNIFTY24MAYFUT,2024-04-26 13:30:02.452035,False,False,0,False,True,7,
BANKNIFTY24MAYFUT,2024-04-26 13:35:02.410764,False,False,0,False,True,8,
BANKNIFTY24MAYFUT,2024-04-26 13:40:02.389819,False,False,0,False,True,9,
BANKNIFTY24MAYFUT,2024-04-26 13:45:02.403961,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 13:50:02.389746,False,False,0,False,True,11,
BANKNIFTY24MAYFUT,2024-04-26 13:55:02.507418,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:00:02.452109,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:05:02.487516,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:10:02.410739,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:15:02.458246,False,True,5,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:20:02.640851,False,True,6,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:25:02.463507,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:30:02.434744,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:35:02.362506,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:40:02.380422,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:45:03.007013,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:50:02.465928,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 14:55:03.167382,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 15:00:02.510491,False,False,0,False,True,8,
BANKNIFTY24MAYFUT,2024-04-26 15:05:02.582281,False,False,0,False,True,9,
BANKNIFTY24MAYFUT,2024-04-26 15:10:02.483164,False,False,0,False,True,10,
BANKNIFTY24MAYFUT,2024-04-26 15:15:02.595773,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 15:20:02.397047,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-26 15:25:02.416542,False,False,0,False,False,0,
