symbol,candle_time,is_close_gt_ema,is_in_uptrend,uptrend_time_span,is_close_lt_ema,is_in_downtrend,downtrend_time_span,status
BANKNIFTY24MAYFUT,2024-04-22 09:20:02.998781,False,True,10,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 09:25:02.343953,False,True,11,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 09:30:02.583276,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 09:35:02.660544,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 09:40:02.662882,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 09:45:02.393745,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 09:50:02.428451,False,False,0,False,True,5,
BANKNIFTY24MAYFUT,2024-04-22 09:55:02.296852,False,False,0,False,True,6,
BANKNIFTY24MAYFUT,2024-04-22 10:00:02.383793,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:05:02.337480,False,False,0,False,True,8,
BANKNIFTY24MAYFUT,2024-04-22 10:10:02.365042,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:15:02.623704,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:20:02.304220,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:25:02.339036,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:30:02.337235,False,False,0,False,True,13,
BANKNIFTY24MAYFUT,2024-04-22 10:35:02.480807,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:40:02.337965,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:45:02.330616,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:50:02.371827,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 10:55:02.796368,False,True,5,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:00:03.182858,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:05:02.370789,False,True,7,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:10:02.705027,False,True,8,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:15:02.834071,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:20:02.367336,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:25:02.349479,False,True,11,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:30:02.421140,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:35:02.374079,False,True,13,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:40:02.423842,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:45:02.472875,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:50:02.498949,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 11:55:02.672102,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:00:02.580218,False,True,18,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:05:02.485429,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:10:03.096648,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:15:02.746533,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:20:02.555749,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:25:02.441619,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:30:02.910807,False,False,0,False,True,6,
BANKNIFTY24MAYFUT,2024-04-22 12:35:02.568243,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:40:02.617483,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 12:45:02.850055,False,False,0,False,True,9,
BANKNIFTY24MAYFUT,2024-04-22 12:50:02.696006,False,False,0,False,True,10,
BANKNIFTY24MAYFUT,2024-04-22 12:55:02.776721,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:00:02.920772,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:05:02.759684,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:10:02.480360,False,False,0,False,True,14,
BANKNIFTY24MAYFUT,2024-04-22 13:15:02.356579,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:20:02.485653,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:25:02.335620,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:30:02.304923,False,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:35:02.329672,False,True,5,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:40:02.459361,False,True,6,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:45:02.560281,False,True,7,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 13:50:02.481390,True,True,8,False,False,0,Long Position Entered.
BANKNIFTY24MAYFUT,2024-04-22 13:55:02.502660,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:00:02.475038,True,True,10,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:05:02.412494,True,True,11,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:10:02.390533,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:15:02.405410,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:20:02.392905,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:25:02.890255,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:30:02.367378,True,False,0,False,True,5,
BANKNIFTY24MAYFUT,2024-04-22 14:35:02.777707,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:40:02.521787,True,True,18,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:45:03.347947,True,True,19,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:50:02.560583,True,True,20,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 14:55:02.361870,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 15:00:03.127929,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 15:05:02.492123,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 15:10:02.672957,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 15:15:02.597328,True,False,0,False,False,0,
BANKNIFTY24MAYFUT,2024-04-22 15:20:02.584896,True,False,0,False,False,0,
