symbol,candle_time,is_close_gt_ema,is_in_uptrend,uptrend_time_span,is_close_lt_ema,is_in_downtrend,downtrend_time_span
BANKNIFTY24MAYFUT,2024-04-23 09:20:03.327053,True,True,7,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 09:25:02.922067,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 09:30:02.752250,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 09:35:02.541204,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 09:40:02.498296,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 09:45:02.628359,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 09:50:02.572097,False,False,0,False,True,6
BANKNIFTY24MAYFUT,2024-04-23 09:55:02.503357,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:00:02.573429,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:05:02.453939,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:10:02.334952,True,True,17,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:15:02.380186,True,True,18,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:20:02.470208,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:25:02.406746,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:30:02.511704,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:35:02.705791,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:40:03.148558,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 10:45:02.551558,False,False,0,False,True,6
BANKNIFTY24MAYFUT,2024-04-23 10:50:02.502911,False,False,0,False,True,7
BANKNIFTY24MAYFUT,2024-04-23 10:55:02.613189,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:00:02.732638,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:05:02.888216,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:10:03.188359,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:15:02.447552,True,True,5,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:20:02.548990,True,True,6,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:25:02.557568,True,True,7,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:30:02.678883,True,True,8,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:35:02.673090,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:40:02.788605,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:45:02.720349,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:50:03.164670,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 11:55:02.684437,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:00:02.848335,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:05:02.493782,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:10:02.485806,True,True,16,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:15:02.406570,True,True,17,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:20:03.031181,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:25:02.867798,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:30:02.807857,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:35:02.524602,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:40:02.382228,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 12:45:02.510395,True,False,0,False,True,6
BANKNIFTY24MAYFUT,2024-04-23 12:50:02.761803,True,False,0,False,True,7
BANKNIFTY24MAYFUT,2024-04-23 12:55:02.716376,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:00:02.663285,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:05:02.570997,False,False,0,False,True,10
BANKNIFTY24MAYFUT,2024-04-23 13:10:02.571901,False,False,0,False,True,11
BANKNIFTY24MAYFUT,2024-04-23 13:15:02.657313,False,False,0,False,True,12
BANKNIFTY24MAYFUT,2024-04-23 13:20:02.363485,False,False,0,False,True,13
BANKNIFTY24MAYFUT,2024-04-23 13:25:02.366918,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:30:02.383314,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:35:02.394818,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:40:02.368707,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:45:02.431381,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:50:02.349966,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 13:55:02.490188,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:00:02.397999,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:05:02.562909,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:10:02.743545,False,False,0,False,True,6
BANKNIFTY24MAYFUT,2024-04-23 14:15:02.424270,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:20:02.754696,True,True,12,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:25:02.783835,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:30:02.604309,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:35:02.509905,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:40:02.569456,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:45:02.722210,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:50:02.636670,True,True,18,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 14:55:02.567332,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 15:00:02.452730,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 15:05:02.490623,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 15:10:02.769211,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 15:15:02.683027,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 15:20:02.573706,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-23 15:25:03.026902,False,False,0,False,True,7
