symbol,candle_time,is_close_gt_ema,is_in_uptrend,uptrend_time_span,is_close_lt_ema,is_in_downtrend,downtrend_time_span
BANKNIFTY24MAYFUT,2024-04-24 09:40:05.098155,True,True,5,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 09:45:02.967613,True,True,6,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 09:50:03.000476,True,True,7,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 09:55:02.815267,True,True,8,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:00:02.457871,True,True,9,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:05:02.607375,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:10:02.490305,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:15:03.142861,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:20:02.599976,True,True,13,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:25:02.522791,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:30:02.588046,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:35:02.551877,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:40:02.549052,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:45:02.567704,True,True,18,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:50:02.429886,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 10:55:02.515798,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:05:03.738253,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:10:02.595676,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:15:02.492701,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:20:02.428775,False,False,0,False,True,7
BANKNIFTY24MAYFUT,2024-04-24 11:25:02.586719,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:30:02.809171,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:35:02.479461,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:40:02.685174,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:45:02.465668,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:50:02.636942,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 11:55:02.546989,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:00:02.477721,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:05:02.510860,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:10:02.546276,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:15:02.532302,True,True,11,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:20:02.633825,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:25:02.611994,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:30:02.533928,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:35:02.554581,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:40:02.489640,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:45:02.744533,True,True,17,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:50:03.057617,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 12:55:02.766474,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:00:02.440500,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:05:02.520665,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:10:02.506553,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:15:02.498669,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:20:02.417783,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:25:02.542225,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:30:02.426870,True,True,6,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:35:02.853138,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:40:02.608653,True,True,8,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:45:02.532249,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:50:02.671157,True,True,10,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 13:55:02.598141,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:00:02.537031,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:05:02.466424,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:10:02.438796,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:15:02.510959,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:20:02.701115,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:25:02.405210,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:30:02.495954,False,False,0,False,True,8
BANKNIFTY24MAYFUT,2024-04-24 14:35:02.630107,False,False,0,False,True,9
BANKNIFTY24MAYFUT,2024-04-24 14:40:02.685302,False,False,0,False,True,10
BANKNIFTY24MAYFUT,2024-04-24 14:45:02.591312,False,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:50:02.547314,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 14:55:02.433811,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 15:00:02.471288,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 15:05:02.412824,True,True,5,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 15:10:02.492869,True,True,6,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 15:15:02.448404,True,True,7,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 15:20:02.505248,True,False,0,False,False,0
BANKNIFTY24MAYFUT,2024-04-24 15:25:02.489689,True,True,9,False,False,0
