tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema20,is_ema20_in_uptrend,is_ema20_in_downtrend,ema50,is_ema50_in_uptrend,is_ema50_in_downtrend,ema200,is_ema200_in_uptrend,is_ema200_in_downtrend,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,profit,account_value,index,strategy
NIFTY 50,NSE,2015-02-12 13:55:00,8632.35,True,False,2015-02-12 13:55:00,8638.2,8639.95,8627.85,8632.35,0,8621.201938703045,True,False,8621.28320242413,True,False,8617.87162347851,True,False,5,0,85,0,BUY,11.0,8820.5,2015-02-19 11:00:00,SELL,2069.649999999996,104204.80000000005,10,s7_nifty50
NIFTY 50,NSE,2015-02-19 15:00:00,8880.85,True,False,2015-02-19 15:00:00,8860.2,8882.0,8859.75,8880.85,0,8839.032470153179,True,False,8839.788508948039,True,False,8831.055650951337,True,False,5,0,251,0,BUY,11.0,8827.65,2015-02-20 09:35:00,SELL,-585.200000000008,103619.60000000003,11,s7_nifty50
NIFTY 50,NSE,2015-02-20 11:35:00,8871.35,True,False,2015-02-20 11:35:00,8863.4,8876.85,8862.85,8871.35,0,8851.19613897723,True,False,8848.491063173098,True,False,8837.430377999204,True,False,5,0,251,0,BUY,11.0,8838.1,2015-02-20 13:55:00,SELL,-365.75,103253.85000000003,12,s7_nifty50
NIFTY 50,NSE,2015-02-23 09:55:00,8862.0,True,False,2015-02-23 09:55:00,8864.9,8867.4,8859.5,8862.0,0,8854.966424476243,True,True,8855.757394219327,True,True,8846.573233554225,True,False,5,0,251,0,BUY,11.0,8842.2,2015-02-23 10:05:00,SELL,-217.799999999992,103036.05000000005,13,s7_nifty50
NIFTY 50,NSE,2015-02-23 14:15:00,8771.4,False,True,2015-02-23 14:15:00,8776.05,8782.1,8768.75,8771.4,0,8823.211522640808,False,True,8836.969359326604,False,True,8843.760694605675,False,True,0,9,0,5,SELL,-11.0,8807.55,2015-02-25 09:15:00,BUY,-397.649999999996,102638.40000000005,14,s7_nifty50
NIFTY 50,NSE,2015-02-25 11:50:00,8825.6,True,False,2015-02-25 11:50:00,8823.6,8826.7,8822.4,8825.6,0,8818.713841744046,True,False,8805.004927684642,True,False,8802.435432684731,True,False,32,0,5,0,BUY,11.0,8794.05,2015-02-25 13:55:00,SELL,-347.050000000012,102291.35000000003,15,s7_nifty50
NIFTY 50,NSE,2015-02-25 14:50:00,8754.45,False,True,2015-02-25 14:50:00,8770.15,8771.95,8752.7,8754.45,0,8785.189643712292,False,True,8797.697072782834,False,True,8802.202219716693,False,True,0,13,0,5,SELL,-11.0,8764.75,2015-02-27 11:35:00,BUY,-113.299999999992,102178.05000000005,16,s7_nifty50
NIFTY 50,NSE,2015-02-27 13:40:00,8818.9,True,False,2015-02-27 13:40:00,8800.35,8818.9,8800.15,8818.9,0,8787.400056443399,True,False,8765.159819309956,True,False,8759.816833816309,True,False,33,0,5,0,BUY,11.0,8785.1,2015-02-28 13:15:00,SELL,-371.799999999992,101806.25000000006,17,s7_nifty50
NIFTY 50,NSE,2015-02-28 15:05:00,8877.65,True,False,2015-02-28 15:05:00,8866.05,8881.9,8861.35,8877.65,0,8837.735760468911,True,False,8840.601321222564,True,False,8816.35532102566,True,False,5,0,97,0,BUY,11.0,8983.6,2015-03-04 14:30:00,SELL,1165.450000000008,102971.70000000007,18,s7_nifty50
NIFTY 50,NSE,2015-03-05 10:25:00,8933.15,False,True,2015-03-05 10:25:00,8936.65,8938.05,8931.0,8933.15,0,8933.479207586219,False,True,8966.164003740932,False,True,8972.191500929672,False,True,0,32,0,5,SELL,-11.0,8952.05,2015-03-05 15:10:00,BUY,-207.899999999996,102763.80000000008,19,s7_nifty50
NIFTY 50,NSE,2015-03-09 09:35:00,8811.75,False,True,2015-03-09 09:35:00,8831.55,8836.9,8811.75,8811.75,0,8881.699119521716,False,True,8897.037113053693,False,True,8936.29815497058,False,True,0,5,0,70,SELL,-11.0,8756.8,2015-03-12 09:20:00,BUY,604.450000000008,103368.25000000009,20,s7_nifty50
NIFTY 50,NSE,2015-03-13 09:15:00,8819.7,True,False,2015-03-13 09:15:00,8844.05,8844.05,8816.3,8819.7,0,8770.747990844606,True,False,8761.70111958101,True,False,8757.949871946692,True,False,14,0,5,0,BUY,11.0,8737.3,2015-03-13 10:05:00,SELL,-906.400000000016,102461.85000000006,21,s7_nifty50
NIFTY 50,NSE,2015-03-13 11:30:00,8700.8,False,True,2015-03-13 11:30:00,8732.35,8732.45,8696.35,8700.8,0,8742.228715648946,False,True,8753.334413423612,False,True,8757.067022659363,False,True,0,18,0,5,SELL,-11.0,8681.3,2015-03-17 09:45:00,BUY,214.5,102676.35000000006,22,s7_nifty50
NIFTY 50,NSE,2015-03-17 11:45:00,8717.15,True,False,2015-03-17 11:45:00,8719.35,8722.1,8716.75,8717.15,0,8716.182926071568,True,True,8692.366299786612,True,False,8687.883752366753,True,False,32,0,5,0,BUY,11.0,8686.35,2015-03-17 12:05:00,SELL,-338.799999999992,102337.55000000008,23,s7_nifty50
NIFTY 50,NSE,2015-03-17 13:25:00,8665.1,False,True,2015-03-17 13:25:00,8649.1,8665.15,8649.1,8665.1,0,8675.2774096632,False,True,8682.320010997993,False,True,8685.914567646018,False,True,0,10,0,5,SELL,-11.0,8702.75,2015-03-17 15:00:00,BUY,-414.149999999996,101923.40000000008,24,s7_nifty50
NIFTY 50,NSE,2015-03-18 09:50:00,8690.6,True,False,2015-03-18 09:50:00,8689.55,8693.8,8682.25,8690.6,0,8697.331903549331,True,False,8686.762960908334,True,False,8684.753340241687,True,False,15,0,5,0,BUY,11.0,8691.5,2015-03-18 13:45:00,SELL,9.899999999995998,101933.30000000008,25,s7_nifty50
NIFTY 50,NSE,2015-03-19 09:35:00,8782.45,True,False,2015-03-19 09:35:00,8771.7,8783.4,8771.7,8782.45,0,8715.003462865878,True,False,8705.561990178929,True,False,8695.10509213217,True,False,5,0,77,0,BUY,11.0,8705.25,2015-03-19 14:25:00,SELL,-849.200000000008,101084.10000000006,26,s7_nifty50
NIFTY 50,NSE,2015-03-20 09:25:00,8597.3,False,True,2015-03-20 09:25:00,8606.9,8610.45,8595.25,8597.3,0,8658.105221899506,False,True,8696.166181595892,False,True,8708.402112938398,False,True,0,16,0,5,SELL,-11.0,8601.1,2015-03-24 11:30:00,BUY,-41.800000000012005,101042.30000000005,27,s7_nifty50
NIFTY 50,NSE,2015-03-24 13:30:00,8551.95,False,True,2015-03-24 13:30:00,8562.4,8562.4,8551.0,8551.95,0,8575.368812093047,False,True,8576.910656155364,False,True,8595.547870414659,False,True,0,5,0,204,SELL,-11.0,8615.85,2015-03-24 14:00:00,BUY,-702.899999999996,100339.40000000005,28,s7_nifty50
NIFTY 50,NSE,2015-03-24 15:00:00,8537.6,False,True,2015-03-24 15:00:00,8549.0,8555.9,8537.15,8537.6,0,8578.883404110638,False,True,8580.075519787299,False,True,8593.667642838935,False,True,0,5,0,222,SELL,-11.0,8410.7,2015-03-30 10:00:00,BUY,1395.899999999996,101735.30000000005,29,s7_nifty50
NIFTY 50,NSE,2015-03-30 14:10:00,8462.6,True,False,2015-03-30 14:10:00,8453.5,8463.3,8453.3,8462.6,0,8443.83672814774,True,False,8422.122630664437,True,False,8415.756207493389,True,False,64,0,5,0,BUY,12.0,8472.55,2015-04-01 09:40:00,SELL,119.3999999999869,101854.70000000004,30,s7_nifty50
NIFTY 50,NSE,2015-04-01 13:00:00,8509.1,True,False,2015-04-01 13:00:00,8517.3,8517.3,8505.7,8509.1,0,8495.152716977294,True,False,8493.273119371823,True,False,8478.394885533244,True,False,5,0,141,0,BUY,11.0,8771.45,2015-04-15 15:00:00,SELL,2885.850000000004,104740.55000000005,31,s7_nifty50
NIFTY 50,NSE,2015-04-16 10:20:00,8707.85,False,True,2015-04-16 10:20:00,8704.8,8712.25,8704.8,8707.85,0,8739.332140502154,False,True,8770.191125000534,False,True,8778.237001352021,False,True,0,21,0,5,SELL,-12.0,8461.0,2015-04-23 09:15:00,BUY,2962.2000000000044,107702.75000000006,32,s7_nifty50
NIFTY 50,NSE,2015-04-23 11:30:00,8398.2,False,True,2015-04-23 11:30:00,8407.9,8412.5,8391.7,8398.2,0,8431.67111049914,False,True,8424.822650446327,False,True,8442.705689512866,False,True,0,5,0,251,SELL,-12.0,8447.25,2015-04-23 14:25:00,BUY,-588.5999999999913,107114.15000000007,33,s7_nifty50
NIFTY 50,NSE,2015-04-23 15:00:00,8404.9,False,True,2015-04-23 15:00:00,8402.85,8409.2,8400.75,8404.9,0,8404.609493626951,False,True,8406.201427035243,False,True,8428.549380017781,False,True,0,5,0,251,SELL,-12.0,8274.0,2015-04-28 14:45:00,BUY,1570.7999999999956,108684.95000000007,34,s7_nifty50
NIFTY 50,NSE,2015-04-29 10:45:00,8229.25,False,True,2015-04-29 10:45:00,8227.7,8232.55,8225.6,8229.25,0,8250.623226411684,False,True,8248.539010250899,False,True,8268.227192432338,False,True,0,5,0,251,SELL,-13.0,8268.6,2015-04-29 12:50:00,BUY,-511.55000000000473,108173.40000000007,35,s7_nifty50
NIFTY 50,NSE,2015-04-29 14:55:00,8248.15,False,True,2015-04-29 14:55:00,8251.2,8255.85,8244.95,8248.15,0,8264.266928915466,False,True,8262.081150113707,False,True,8265.135849069375,False,True,0,5,0,251,SELL,-13.0,8235.6,2015-05-04 09:15:00,BUY,163.14999999999054,108336.55000000006,36,s7_nifty50
NIFTY 50,NSE,2015-05-04 10:55:00,8274.25,True,False,2015-05-04 10:55:00,8273.6,8278.7,8273.6,8274.25,0,8259.778103018665,True,False,8232.882257041143,True,False,8227.529300176247,True,False,23,0,5,0,BUY,13.0,8274.95,2015-05-06 09:35:00,SELL,9.100000000009459,108345.65000000007,37,s7_nifty50
NIFTY 50,NSE,2015-05-06 10:30:00,8145.75,False,True,2015-05-06 10:30:00,8161.55,8168.95,8145.65,8145.75,0,8218.283899621216,False,True,8264.882574485866,False,True,8278.886677793678,False,True,0,16,0,5,SELL,-13.0,8154.85,2015-05-08 09:20:00,BUY,-118.30000000000473,108227.35000000006,38,s7_nifty50
NIFTY 50,NSE,2015-05-08 12:40:00,8192.85,True,False,2015-05-08 12:40:00,8195.25,8198.0,8188.85,8192.85,0,8175.493064426063,True,False,8150.303782997341,True,False,8144.697632442682,True,False,42,0,5,0,BUY,13.0,8214.0,2015-05-12 09:30:00,SELL,274.94999999999527,108502.30000000006,39,s7_nifty50
NIFTY 50,NSE,2015-05-12 12:00:00,8165.75,False,True,2015-05-12 12:00:00,8171.1,8172.55,8161.15,8165.75,0,8181.73179950154,False,True,8214.014341487285,False,True,8220.466461990125,False,True,0,34,0,5,SELL,-13.0,8223.8,2015-05-13 09:15:00,BUY,-754.6499999999905,107747.65000000007,40,s7_nifty50
NIFTY 50,NSE,2015-05-13 11:10:00,8122.9,False,True,2015-05-13 11:10:00,8108.65,8124.0,8093.55,8122.9,0,8188.081422899625,False,True,8187.292625927115,False,True,8198.82175055187,False,True,0,5,0,70,SELL,-13.0,8191.85,2015-05-13 13:15:00,BUY,-896.3500000000095,106851.30000000006,41,s7_nifty50
NIFTY 50,NSE,2015-05-13 15:05:00,8238.25,True,False,2015-05-13 15:05:00,8242.75,8244.7,8234.1,8238.25,0,8218.7651188773,True,False,8197.750975259376,True,False,8193.446207237706,True,False,25,0,5,0,BUY,12.0,8148.1,2015-05-14 09:15:00,SELL,-1081.7999999999956,105769.50000000006,42,s7_nifty50
NIFTY 50,NSE,2015-05-14 10:25:00,8222.25,True,False,2015-05-14 10:25:00,8208.5,8222.45,8207.1,8222.25,0,8203.938103902645,True,False,8199.00152267375,True,False,8194.579129908609,True,False,5,0,24,0,BUY,12.0,8185.65,2015-05-14 10:40:00,SELL,-439.20000000000437,105330.30000000005,43,s7_nifty50
NIFTY 50,NSE,2015-05-14 12:10:00,8191.1,False,True,2015-05-14 12:10:00,8192.15,8193.35,8189.15,8191.1,0,8190.455134118619,True,True,8192.84607597164,False,True,8193.357745530395,False,True,0,5,0,8,SELL,-12.0,8202.95,2015-05-14 13:20:00,BUY,-142.20000000000437,105188.10000000003,44,s7_nifty50
NIFTY 50,NSE,2015-05-14 15:00:00,8216.35,True,False,2015-05-14 15:00:00,8211.2,8222.9,8210.95,8216.35,0,8202.480874474802,True,False,8196.169545327344,True,False,8193.58466361505,True,False,12,0,5,0,BUY,12.0,8429.3,2015-05-25 09:15:00,SELL,2555.399999999987,107743.50000000003,45,s7_nifty50
NIFTY 50,NSE,2015-05-25 13:20:00,8378.15,False,True,2015-05-25 13:20:00,8394.1,8394.3,8373.55,8378.15,0,8407.355580893145,False,True,8421.880920024994,False,True,8426.42154343689,False,True,0,53,0,5,SELL,-12.0,8361.9,2015-05-28 09:15:00,BUY,195.0,107938.50000000003,46,s7_nifty50
NIFTY 50,NSE,2015-05-28 11:15:00,8314.8,False,True,2015-05-28 11:15:00,8318.05,8320.3,8312.85,8314.8,0,8330.389169436574,False,True,8330.323319227235,False,True,8344.787399292505,False,True,0,5,0,205,SELL,-12.0,8352.45,2015-05-29 09:20:00,BUY,-451.80000000001746,107486.70000000001,47,s7_nifty50
NIFTY 50,NSE,2015-05-29 10:50:00,8397.7,True,False,2015-05-29 10:50:00,8398.45,8399.3,8396.2,8397.7,0,8370.581030214926,True,False,8341.95738507275,True,False,8334.08047004085,True,False,26,0,5,0,BUY,12.0,8383.55,2015-06-02 09:25:00,SELL,-169.80000000001746,107316.9,48,s7_nifty50
NIFTY 50,NSE,2015-06-02 11:40:00,8312.05,False,True,2015-06-02 11:40:00,8308.75,8320.55,8307.1,8312.05,0,8356.79319950269,False,True,8387.92057805279,False,True,8398.055959388657,False,True,0,50,0,5,SELL,-12.0,8165.8,2015-06-05 12:00:00,BUY,1754.999999999989,109071.89999999998,49,s7_nifty50
NIFTY 50,NSE,2015-06-05 15:10:00,8118.3,False,True,2015-06-05 15:10:00,8116.9,8123.2,8115.6,8118.3,0,8151.034655306494,False,True,8150.029369590051,False,True,8160.823153647638,False,True,0,5,0,251,SELL,-13.0,8077.65,2015-06-10 09:15:00,BUY,528.4500000000071,109600.34999999999,50,s7_nifty50
NIFTY 50,NSE,2015-06-10 11:45:00,8100.35,True,False,2015-06-10 11:45:00,8100.45,8102.35,8098.1,8100.35,0,8093.891526327234,True,False,8077.4161113043165,True,False,8074.5381520721985,True,False,31,0,5,0,BUY,13.0,8067.0,2015-06-11 10:30:00,SELL,-433.55000000000473,109166.79999999999,51,s7_nifty50
NIFTY 50,NSE,2015-06-11 11:55:00,8031.8,False,True,2015-06-11 11:55:00,8033.75,8039.0,8030.95,8031.8,0,8052.383600786754,False,True,8079.541890170216,False,True,8086.277848551101,False,True,0,21,0,5,SELL,-13.0,8029.45,2015-06-15 09:40:00,BUY,30.55000000000473,109197.34999999999,52,s7_nifty50
NIFTY 50,NSE,2015-06-15 12:45:00,7999.35,False,True,2015-06-15 12:45:00,7990.85,7999.4,7990.1,7999.35,0,8006.231285063148,False,True,8001.735929439358,True,True,8011.065818075802,False,True,0,5,0,165,SELL,-13.0,8014.6,2015-06-15 13:00:00,BUY,-198.25,108999.09999999999,53,s7_nifty50
NIFTY 50,NSE,2015-06-15 14:15:00,8044.4,True,False,2015-06-15 14:15:00,8037.1,8044.4,8036.95,8044.4,0,8033.083213442794,True,False,8018.871247388221,True,False,8014.710550165242,True,False,18,0,5,0,BUY,13.0,8012.9,2015-06-15 15:15:00,SELL,-409.5,108589.59999999999,54,s7_nifty50
NIFTY 50,NSE,2015-06-16 09:55:00,7982.0,False,True,2015-06-16 09:55:00,7984.95,7984.95,7976.4,7982.0,0,7999.193701933326,False,True,8008.623553633632,False,True,8012.797798119169,False,True,0,14,0,5,SELL,-13.0,8004.65,2015-06-16 14:25:00,BUY,-294.44999999999527,108295.15,55,s7_nifty50
NIFTY 50,NSE,2015-06-17 09:35:00,8066.0,True,False,2015-06-17 09:35:00,8069.9,8072.75,8064.85,8066.0,0,8040.443253584503,True,False,8014.349506126089,True,False,8005.9821753317565,True,False,20,0,5,0,BUY,13.0,8346.8,2015-06-24 15:10:00,SELL,3650.3999999999905,111945.54999999999,56,s7_nifty50
NIFTY 50,NSE,2015-06-25 13:10:00,8389.55,True,False,2015-06-25 13:10:00,8384.65,8389.75,8384.4,8389.55,0,8372.544056843775,True,False,8371.925979402791,True,False,8363.733207388106,True,False,5,0,251,0,BUY,13.0,8363.65,2015-06-26 09:30:00,SELL,-336.69999999999527,111608.84999999999,57,s7_nifty50
NIFTY 50,NSE,2015-06-26 13:45:00,8376.5,True,False,2015-06-26 13:45:00,8385.9,8386.8,8373.85,8376.5,0,8373.534153195704,True,False,8373.52267896242,True,False,8372.120302522435,True,False,8,0,5,0,BUY,13.0,8369.7,2015-06-26 14:40:00,SELL,-88.39999999999054,111520.45,58,s7_nifty50
NIFTY 50,NSE,2015-06-26 15:25:00,8382.2,True,False,2015-06-26 15:25:00,8382.5,8383.1,8379.45,8382.2,0,8381.738672036347,True,True,8379.036309400637,True,True,8374.240944854497,True,True,5,0,25,0,BUY,13.0,8221.1,2015-06-29 09:15:00,SELL,-2094.3000000000047,109426.15,59,s7_nifty50
NIFTY 50,NSE,2015-06-29 09:40:00,8226.45,False,True,2015-06-29 09:40:00,8230.4,8236.25,8224.6,8226.45,0,8312.607531801745,False,True,8346.868300207034,False,True,8365.731391680813,False,True,0,6,0,5,SELL,-13.0,8319.85,2015-06-29 14:10:00,BUY,-1214.1999999999953,108211.95,60,s7_nifty50
NIFTY 50,NSE,2015-06-30 12:00:00,8330.25,True,False,2015-06-30 12:00:00,8329.7,8330.25,8324.75,8330.25,0,8331.774125048623,True,True,8319.29204585454,True,False,8317.156972276005,True,False,53,0,6,0,BUY,12.0,8316.8,2015-06-30 12:45:00,SELL,-161.40000000000873,108050.54999999999,61,s7_nifty50
NIFTY 50,NSE,2015-06-30 13:30:00,8335.0,True,False,2015-06-30 13:30:00,8333.65,8336.85,8332.6,8335.0,0,8329.295353934363,True,False,8324.046664329995,True,False,8319.040538351801,True,False,5,0,24,0,BUY,12.0,8318.25,2015-06-30 13:45:00,SELL,-201.0,107849.54999999999,62,s7_nifty50
NIFTY 50,NSE,2015-06-30 14:40:00,8339.15,True,False,2015-06-30 14:40:00,8343.45,8346.0,8338.65,8339.15,0,8329.224460417667,True,False,8325.879962335352,True,False,8320.208675132204,True,False,5,0,38,0,BUY,12.0,8431.85,2015-07-06 09:15:00,SELL,1112.4000000000087,108961.95,63,s7_nifty50
NIFTY 50,NSE,2015-07-06 11:10:00,8412.35,False,True,2015-07-06 11:10:00,8405.05,8413.4,8402.75,8412.35,0,8423.40729983106,False,True,8441.678441332979,False,True,8446.16489173926,False,True,0,24,0,5,SELL,-12.0,8447.7,2015-07-06 12:35:00,BUY,-424.20000000000437,108537.75,64,s7_nifty50
NIFTY 50,NSE,2015-07-06 14:00:00,8464.8,True,False,2015-07-06 14:00:00,8464.35,8468.6,8463.65,8464.8,0,8455.938524157868,True,False,8448.047329563306,True,False,8445.98094128131,True,False,19,0,5,0,BUY,12.0,8492.0,2015-07-07 14:30:00,SELL,326.40000000000873,108864.15000000001,65,s7_nifty50
NIFTY 50,NSE,2015-07-08 10:45:00,8427.4,False,True,2015-07-08 10:45:00,8438.5,8439.2,8427.15,8427.4,0,8454.419439844747,False,True,8480.235744293248,False,True,8486.146371121438,False,True,0,36,0,5,SELL,-12.0,8372.3,2015-07-10 15:05:00,BUY,661.2000000000044,109525.35,66,s7_nifty50
NIFTY 50,NSE,2015-07-13 12:55:00,8445.15,True,False,2015-07-13 12:55:00,8444.25,8453.2,8443.6,8445.15,0,8399.589619963364,True,False,8379.257909084965,True,False,8370.716477722084,True,False,11,0,5,0,BUY,12.0,8565.75,2015-07-20 11:50:00,SELL,1447.2000000000044,110972.55000000002,67,s7_nifty50
NIFTY 50,NSE,2015-07-20 14:20:00,8589.35,True,False,2015-07-20 14:20:00,8591.75,8593.2,8586.85,8589.35,0,8575.816227687212,True,False,8577.378572154856,True,False,8569.217894108295,True,False,5,0,251,0,BUY,12.0,8581.25,2015-07-21 14:25:00,SELL,-97.20000000000437,110875.35,68,s7_nifty50
NIFTY 50,NSE,2015-07-22 09:20:00,8512.9,False,True,2015-07-22 09:20:00,8515.25,8524.35,8512.4,8512.9,0,8551.303878703387,False,True,8576.47113768392,False,True,8583.925764375836,False,True,0,19,0,5,SELL,-13.0,8580.5,2015-07-22 11:00:00,BUY,-878.8000000000047,109996.55,69,s7_nifty50
NIFTY 50,NSE,2015-07-22 12:55:00,8600.7,True,False,2015-07-22 12:55:00,8605.8,8606.0,8598.7,8600.7,0,8597.140562100209,True,False,8585.55203409818,True,False,8582.322034030012,True,False,30,0,5,0,BUY,12.0,8594.45,2015-07-23 11:35:00,SELL,-75.0,109921.55,70,s7_nifty50
NIFTY 50,NSE,2015-07-23 13:10:00,8624.15,True,False,2015-07-23 13:10:00,8627.7,8627.95,8618.7,8624.15,0,8619.612402583101,True,False,8620.24125212391,True,False,8605.061569079819,True,False,5,0,83,0,BUY,12.0,8604.9,2015-07-23 13:30:00,SELL,-231.0,109690.55,71,s7_nifty50
NIFTY 50,NSE,2015-07-24 09:45:00,8569.25,False,True,2015-07-24 09:45:00,8578.0,8580.1,8568.75,8569.25,0,8585.789834346262,False,True,8597.957363527608,False,True,8601.687945594083,False,True,0,14,0,5,SELL,-12.0,8415.8,2015-07-30 09:15:00,BUY,1841.4000000000087,111531.95000000001,72,s7_nifty50
NIFTY 50,NSE,2015-07-30 10:55:00,8435.95,True,False,2015-07-30 10:55:00,8439.15,8442.25,8435.75,8435.95,0,8425.657225586332,True,False,8402.498095897767,True,False,8397.789944944549,True,False,27,0,5,0,BUY,13.0,8502.45,2015-08-04 09:30:00,SELL,864.5,112396.45000000001,73,s7_nifty50
NIFTY 50,NSE,2015-08-04 11:40:00,8537.3,True,False,2015-08-04 11:40:00,8536.25,8538.65,8534.35,8537.3,0,8525.916635854073,True,False,8528.937006510329,True,False,8512.695558706166,True,False,5,0,239,0,BUY,13.0,8497.95,2015-08-04 12:05:00,SELL,-511.5499999999811,111884.90000000002,74,s7_nifty50
NIFTY 50,NSE,2015-08-04 13:30:00,8476.8,False,True,2015-08-04 13:30:00,8479.75,8484.8,8476.75,8476.8,0,8485.61762114632,False,True,8504.23458677293,False,True,8508.32786273336,False,True,0,19,0,5,SELL,-13.0,8517.0,2015-08-04 13:45:00,BUY,-522.6000000000095,111362.30000000002,75,s7_nifty50
NIFTY 50,NSE,2015-08-05 09:15:00,8572.85,True,False,2015-08-05 09:15:00,8547.4,8572.85,8547.4,8572.85,0,8519.681740544784,True,False,8513.472648204937,True,False,8510.224676371638,True,False,5,0,7,0,BUY,12.0,8568.95,2015-08-07 13:40:00,SELL,-46.799999999995634,111315.50000000003,76,s7_nifty50
NIFTY 50,NSE,2015-08-10 09:35:00,8602.2,True,False,2015-08-10 09:35:00,8597.55,8606.0,8597.3,8602.2,0,8580.133101278912,True,False,8578.575204708692,True,False,8571.515296211866,True,False,5,0,236,0,BUY,12.0,8571.45,2015-08-10 15:00:00,SELL,-369.0,110946.50000000003,77,s7_nifty50
NIFTY 50,NSE,2015-08-11 09:30:00,8508.8,False,True,2015-08-11 09:30:00,8515.0,8516.35,8506.7,8508.8,0,8545.487129287649,False,True,8571.300494998877,False,True,8579.82281677746,False,True,0,28,0,5,SELL,-13.0,8423.4,2015-08-14 10:50:00,BUY,1110.1999999999953,112056.70000000003,78,s7_nifty50
NIFTY 50,NSE,2015-08-14 12:15:00,8471.7,True,False,2015-08-14 12:15:00,8476.95,8479.65,8470.35,8471.7,0,8459.391659524332,True,False,8431.363400622045,True,False,8425.605077067064,True,False,38,0,5,0,BUY,13.0,8448.1,2015-08-17 09:25:00,SELL,-306.80000000000473,111749.90000000002,79,s7_nifty50
