tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema20,is_ema20_in_uptrend,is_ema20_in_downtrend,ema50,is_ema50_in_uptrend,is_ema50_in_downtrend,ema200,is_ema200_in_uptrend,is_ema200_in_downtrend,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,profit,account_value,index,strategy
NIFTY 50,NSE,2016-07-15 13:10:00,8558.85,True,False,2016-07-15 13:10:00,8550.05,8558.85,8549.55,8558.85,0,8533.473445501302,True,False,8534.887844922385,True,False,8520.7666983171,True,False,5,0,251,0,BUY,173.0,8538.5,2016-07-18 13:50:00,SELL,-3520.550000000063,293467.74999999884,212,s7_NIFTY 50
NIFTY 50,NSE,2016-07-19 09:50:00,8501.75,False,True,2016-07-19 09:50:00,8505.45,8505.5,8496.8,8501.75,0,8516.687916253726,False,True,8535.989074217337,False,True,8541.47275496534,False,True,0,37,0,5,SELL,-172.0,8527.55,2016-07-19 15:05:00,BUY,-4437.599999999875,289030.149999999,213,s7_NIFTY 50
NIFTY 50,NSE,2016-07-20 10:55:00,8549.6,True,False,2016-07-20 10:55:00,8546.8,8549.85,8545.85,8549.6,0,8545.039021576129,True,False,8532.65777184403,True,False,8529.884021026639,True,False,27,0,5,0,BUY,169.0,8544.65,2016-07-21 12:15:00,SELL,-836.550000000123,288193.59999999887,214,s7_NIFTY 50
NIFTY 50,NSE,2016-07-21 14:55:00,8514.45,False,True,2016-07-21 14:55:00,8534.55,8535.5,8511.1,8514.45,0,8535.569740932207,False,True,8543.865498916402,False,True,8545.791507939024,False,True,0,38,0,5,SELL,-169.0,8534.75,2016-07-22 12:10:00,BUY,-3430.699999999877,284762.899999999,215,s7_NIFTY 50
NIFTY 50,NSE,2016-07-25 10:40:00,8547.7,True,False,2016-07-25 10:40:00,8546.6,8549.5,8545.2,8547.7,0,8541.328482622832,True,False,8536.290596485876,True,False,8534.707980969477,True,False,12,0,5,0,BUY,166.0,8597.3,2016-07-26 15:05:00,SELL,8233.599999999758,292996.4999999987,216,s7_NIFTY 50
NIFTY 50,NSE,2016-07-27 09:35:00,8642.05,True,False,2016-07-27 09:35:00,8638.35,8646.3,8636.0,8642.05,0,8620.338765772723,True,False,8623.2110068064,True,False,8599.261980066001,True,False,5,0,142,0,BUY,169.0,8599.05,2016-07-27 11:25:00,SELL,-7267.0,285729.4999999987,217,s7_NIFTY 50
NIFTY 50,NSE,2016-07-27 14:40:00,8584.15,False,True,2016-07-27 14:40:00,8590.5,8592.55,8582.5,8584.15,0,8593.399896221381,False,True,8601.36905243578,False,True,8602.965697675263,False,True,0,42,0,5,SELL,-166.0,8618.3,2016-07-27 15:05:00,BUY,-5668.89999999994,280060.59999999875,218,s7_NIFTY 50
NIFTY 50,NSE,2016-07-28 09:30:00,8643.35,True,False,2016-07-28 09:30:00,8642.7,8644.25,8635.35,8643.35,0,8615.489158721934,True,False,8608.92870004854,True,False,8604.80700024377,True,False,10,0,5,0,BUY,162.0,8636.15,2016-07-29 14:35:00,SELL,-1166.4000000001179,278894.1999999986,219,s7_NIFTY 50
NIFTY 50,NSE,2016-08-01 09:35:00,8694.0,True,False,2016-08-01 09:35:00,8697.35,8701.15,8692.85,8694.0,0,8662.295540309717,True,False,8653.966100656175,True,False,8640.436653379478,True,False,5,0,156,0,BUY,160.0,8651.65,2016-08-01 12:15:00,SELL,-6776.000000000058,272118.19999999856,220,s7_NIFTY 50
NIFTY 50,NSE,2016-08-01 14:30:00,8628.85,False,True,2016-08-01 14:30:00,8622.0,8628.85,8621.8,8628.85,0,8634.1483228896,False,True,8646.12780667855,False,True,8648.209908063629,False,True,0,32,0,5,SELL,-157.0,8647.15,2016-08-01 15:25:00,BUY,-2873.0999999998858,269245.0999999987,221,s7_NIFTY 50
NIFTY 50,NSE,2016-08-02 10:10:00,8658.8,True,False,2016-08-02 10:10:00,8658.1,8659.5,8655.2,8658.8,0,8655.121554270934,True,False,8650.605846898157,True,False,8648.80422330175,True,False,13,0,5,0,BUY,155.0,8650.8,2016-08-02 12:30:00,SELL,-1240.0,268005.0999999987,222,s7_NIFTY 50
NIFTY 50,NSE,2016-08-02 14:20:00,8622.2,False,True,2016-08-02 14:20:00,8624.3,8626.1,8616.45,8622.2,0,8638.095622644209,False,True,8646.101472937371,False,True,8649.362969599646,False,True,0,29,0,5,SELL,-155.0,8617.4,2016-08-05 09:15:00,BUY,744.0000000001692,268749.09999999887,223,s7_NIFTY 50
NIFTY 50,NSE,2016-08-05 10:45:00,8637.95,True,False,2016-08-05 10:45:00,8642.15,8642.55,8637.95,8637.95,0,8619.834756658312,True,False,8590.8144875602,True,False,8584.49336644192,True,False,23,0,5,0,BUY,155.0,8670.95,2016-08-09 11:55:00,SELL,5115.0,273864.09999999887,224,s7_NIFTY 50
NIFTY 50,NSE,2016-08-09 14:30:00,8681.45,True,False,2016-08-09 14:30:00,8679.95,8685.05,8679.05,8681.45,0,8667.983212162188,True,False,8672.382533025066,True,False,8669.004589949633,True,False,5,0,200,0,BUY,157.0,8667.75,2016-08-10 09:20:00,SELL,-2150.9000000001142,271713.19999999873,225,s7_NIFTY 50
NIFTY 50,NSE,2016-08-10 10:30:00,8607.15,False,True,2016-08-10 10:30:00,8615.25,8615.25,8599.75,8607.15,0,8645.420368466832,False,True,8660.231289600255,False,True,8666.651249485687,False,True,0,13,0,5,SELL,-157.0,8629.8,2016-08-12 09:15:00,BUY,-3556.049999999943,268157.1499999988,226,s7_NIFTY 50
NIFTY 50,NSE,2016-08-12 10:40:00,8669.3,True,False,2016-08-12 10:40:00,8670.4,8672.75,8668.2,8669.3,0,8649.365017206781,True,False,8618.242885820302,True,False,8611.113391864495,True,False,28,0,5,0,BUY,154.0,8624.25,2016-08-16 11:35:00,SELL,-6937.699999999888,261219.4499999989,227,s7_NIFTY 50
NIFTY 50,NSE,2016-08-16 14:00:00,8617.35,False,True,2016-08-16 14:00:00,8622.45,8622.65,8614.65,8617.35,0,8622.082532301338,False,True,8633.81285223372,False,True,8636.474991700567,False,True,0,38,0,5,SELL,-151.0,8645.7,2016-08-16 14:30:00,BUY,-4280.850000000055,256938.59999999884,228,s7_NIFTY 50
NIFTY 50,NSE,2016-08-17 10:30:00,8646.35,True,False,2016-08-17 10:30:00,8643.25,8647.85,8641.15,8646.35,0,8642.632391422463,True,False,8639.937010853922,True,False,8637.735690341573,True,False,5,0,14,0,BUY,148.0,8638.2,2016-08-17 12:00:00,SELL,-1206.1999999999462,255732.3999999989,229,s7_NIFTY 50
NIFTY 50,NSE,2016-08-17 12:30:00,8653.25,True,False,2016-08-17 12:30:00,8657.55,8658.0,8652.85,8653.25,0,8648.9410181833,True,True,8645.197007801295,True,False,8639.90843320532,True,False,5,0,38,0,BUY,147.0,8638.4,2016-08-17 12:40:00,SELL,-2182.9500000000535,253549.44999999885,230,s7_NIFTY 50
NIFTY 50,NSE,2016-08-17 13:55:00,8616.7,False,True,2016-08-17 13:55:00,8621.4,8624.9,8616.7,8616.7,0,8628.166136332231,False,True,8635.676428176303,False,True,8637.9263271032,False,True,0,16,0,5,SELL,-147.0,8663.05,2016-08-18 09:15:00,BUY,-6813.449999999786,246735.99999999907,231,s7_NIFTY 50
NIFTY 50,NSE,2016-08-18 10:15:00,8663.95,True,False,2016-08-18 10:15:00,8658.0,8666.2,8657.15,8663.95,0,8649.06917910881,True,False,8640.396764547306,True,False,8637.847069770174,True,False,13,0,5,0,BUY,142.0,8660.15,2016-08-19 12:45:00,SELL,-539.600000000155,246196.39999999892,232,s7_NIFTY 50
NIFTY 50,NSE,2016-08-19 15:10:00,8668.3,True,False,2016-08-19 15:10:00,8668.75,8670.65,8666.3,8668.3,0,8663.831813828529,True,False,8665.512140218261,True,False,8661.877182456517,True,False,5,0,139,0,BUY,142.0,8651.95,2016-08-22 09:50:00,SELL,-2321.6999999997934,243874.69999999914,233,s7_NIFTY 50
NIFTY 50,NSE,2016-08-22 10:40:00,8629.45,False,True,2016-08-22 10:40:00,8622.95,8632.2,8620.8,8629.45,0,8645.194570416197,False,True,8655.677211650578,False,True,8659.851174006217,False,True,0,11,0,5,SELL,-141.0,8631.55,2016-08-23 15:05:00,BUY,-296.0999999997948,243578.59999999934,234,s7_NIFTY 50
NIFTY 50,NSE,2016-08-24 11:45:00,8641.45,True,False,2016-08-24 11:45:00,8642.4,8642.55,8639.15,8641.45,0,8641.735154298885,True,False,8635.432877888312,True,False,8634.486740050976,True,False,38,0,5,0,BUY,140.0,8630.3,2016-08-24 12:15:00,SELL,-1561.0000000002037,242017.59999999913,235,s7_NIFTY 50
NIFTY 50,NSE,2016-08-24 14:55:00,8658.4,True,False,2016-08-24 14:55:00,8653.25,8658.4,8652.6,8658.4,0,8640.725470279936,True,False,8637.03320652336,True,False,8635.029650264227,True,False,9,0,5,0,BUY,139.0,8643.0,2016-08-25 13:30:00,SELL,-2140.5999999999494,239876.99999999919,236,s7_NIFTY 50
NIFTY 50,NSE,2016-08-25 15:00:00,8597.0,False,True,2016-08-25 15:00:00,8612.8,8619.15,8594.9,8597.0,0,8622.360738363763,False,True,8639.68367728891,False,True,8644.294967210513,False,True,0,27,0,5,SELL,-139.0,8591.85,2016-08-29 14:20:00,BUY,715.8499999999494,240592.84999999913,237,s7_NIFTY 50
NIFTY 50,NSE,2016-08-30 09:50:00,8665.6,True,False,2016-08-30 09:50:00,8666.0,8666.35,8662.1,8665.6,0,8633.663670462061,True,False,8606.703759100983,True,False,8597.283176920124,True,False,29,0,5,0,BUY,138.0,8906.6,2016-09-09 09:20:00,SELL,33258.0,273850.84999999916,238,s7_NIFTY 50
NIFTY 50,NSE,2016-09-09 11:25:00,8881.3,False,True,2016-09-09 11:25:00,8878.35,8883.45,8877.75,8881.3,0,8887.429223839816,False,True,8903.89955412026,False,True,8907.34796504198,False,True,0,27,0,5,SELL,-154.0,8905.3,2016-09-09 14:10:00,BUY,-3696.0,270154.84999999916,239,s7_NIFTY 50
NIFTY 50,NSE,2016-09-09 15:00:00,8874.8,False,True,2016-09-09 15:00:00,8888.35,8888.35,8874.65,8874.8,0,8888.042582812497,False,True,8889.90674029159,False,True,8899.539042242972,False,True,0,5,0,48,SELL,-152.0,8745.2,2016-09-15 15:00:00,BUY,19699.19999999978,289854.04999999894,240,s7_NIFTY 50
NIFTY 50,NSE,2016-09-16 10:00:00,8825.85,True,False,2016-09-16 10:00:00,8826.8,8829.05,8823.25,8825.85,0,8790.73388156905,True,False,8759.531384839886,True,False,8749.741992544234,True,False,28,0,5,0,BUY,164.0,8772.0,2016-09-16 13:45:00,SELL,-8831.40000000006,281022.64999999886,241,s7_NIFTY 50
NIFTY 50,NSE,2016-09-19 10:05:00,8807.2,True,False,2016-09-19 10:05:00,8801.7,8808.0,8801.3,8807.2,0,8792.176307414738,True,False,8794.745110454187,True,False,8780.375770430317,True,False,5,0,81,0,BUY,159.0,8794.65,2016-09-20 09:20:00,SELL,-1995.4500000001735,279027.1999999987,242,s7_NIFTY 50
NIFTY 50,NSE,2016-09-20 11:40:00,8778.05,False,True,2016-09-20 11:40:00,8779.4,8781.45,8777.45,8778.05,0,8781.88442886772,False,True,8790.221655940168,False,True,8791.947806442311,False,True,0,36,0,5,SELL,-158.0,8786.65,2016-09-21 09:25:00,BUY,-1358.8000000000575,277668.3999999986,243,s7_NIFTY 50
NIFTY 50,NSE,2016-09-21 10:55:00,8817.65,True,False,2016-09-21 10:55:00,8820.55,8822.45,8816.9,8817.65,0,8803.54341641069,True,False,8792.376093283752,True,False,8788.817006926296,True,False,21,0,5,0,BUY,157.0,8795.7,2016-09-21 13:30:00,SELL,-3446.1499999998287,274222.2499999988,244,s7_NIFTY 50
NIFTY 50,NSE,2016-09-22 09:35:00,8874.25,True,False,2016-09-22 09:35:00,8871.8,8874.5,8869.15,8874.25,0,8817.410282969835,True,False,8805.196061779128,True,False,8796.380462811152,True,False,5,0,5,0,BUY,154.0,8843.2,2016-09-23 15:00:00,SELL,-4781.699999999888,269440.5499999989,245,s7_NIFTY 50
NIFTY 50,NSE,2016-09-26 10:00:00,8797.9,False,True,2016-09-26 10:00:00,8795.0,8801.75,8794.15,8797.9,0,8811.760020846667,False,True,8833.735957417812,False,True,8838.94120268882,False,True,0,25,0,5,SELL,-153.0,8752.05,2016-09-28 13:55:00,BUY,7015.050000000056,276455.5999999989,246,s7_NIFTY 50
NIFTY 50,NSE,2016-09-29 10:05:00,8776.95,True,False,2016-09-29 10:05:00,8783.65,8785.3,8776.75,8776.95,0,8772.930823438925,True,False,8756.775447937578,True,False,8752.573295899227,True,False,53,0,5,0,BUY,157.0,8738.6,2016-09-29 12:15:00,SELL,-6020.950000000057,270434.64999999886,247,s7_NIFTY 50
NIFTY 50,NSE,2016-09-29 12:50:00,8606.55,False,True,2016-09-29 12:50:00,8591.0,8626.25,8591.0,8606.55,0,8698.003623523511,False,True,8732.715005002228,False,True,8748.429431311833,False,True,0,9,0,5,SELL,-157.0,8656.25,2016-10-03 09:15:00,BUY,-7802.900000000114,262631.7499999987,248,s7_NIFTY 50
NIFTY 50,NSE,2016-10-03 11:20:00,8710.85,True,False,2016-10-03 11:20:00,8712.6,8712.95,8707.65,8710.85,0,8702.28164724548,True,False,8668.425425149251,True,False,8662.061237352627,True,False,46,0,5,0,BUY,150.0,8738.6,2016-10-05 15:15:00,SELL,4162.5,266794.2499999987,249,s7_NIFTY 50
NIFTY 50,NSE,2016-10-06 09:45:00,8769.9,True,False,2016-10-06 09:45:00,8762.5,8771.85,8762.45,8769.9,0,8753.913501874644,True,False,8752.603878421833,True,False,8739.881348748717,True,False,5,0,211,0,BUY,152.0,8739.75,2016-10-06 13:35:00,SELL,-4582.799999999945,262211.4499999988,250,s7_NIFTY 50
NIFTY 50,NSE,2016-10-06 15:05:00,8708.1,False,True,2016-10-06 15:05:00,8711.55,8711.55,8703.75,8708.1,0,8719.821234041332,False,True,8739.27223868221,False,True,8744.797496505722,False,True,0,21,0,5,SELL,-150.0,8730.8,2016-10-10 09:15:00,BUY,-3404.9999999998363,258806.44999999896,251,s7_NIFTY 50
NIFTY 50,NSE,2016-10-10 15:10:00,8705.85,False,True,2016-10-10 15:10:00,8705.65,8708.5,8704.1,8705.85,0,8714.611108867895,False,True,8716.761639638597,False,True,8717.86505473201,False,True,0,11,0,5,SELL,-148.0,8583.75,2016-10-18 09:30:00,BUY,18070.800000000054,276877.249999999,252,s7_NIFTY 50
NIFTY 50,NSE,2016-10-18 13:25:00,8616.45,True,False,2016-10-18 13:25:00,8617.8,8617.85,8614.55,8616.45,0,8603.414958383908,True,False,8588.766285383315,True,False,8584.527633510845,True,False,51,0,5,0,BUY,160.0,8662.85,2016-10-21 09:50:00,SELL,7423.999999999942,284301.24999999895,253,s7_NIFTY 50
NIFTY 50,NSE,2016-10-21 14:50:00,8686.85,True,False,2016-10-21 14:50:00,8692.6,8696.75,8685.05,8686.85,0,8671.924883544123,True,False,8671.396107873703,True,False,8668.92306596876,True,False,5,0,247,0,BUY,163.0,8685.6,2016-10-25 09:40:00,SELL,-203.75,284097.49999999895,254,s7_NIFTY 50
NIFTY 50,NSE,2016-10-25 11:50:00,8693.7,True,False,2016-10-25 11:50:00,8693.0,8693.85,8692.0,8693.7,0,8686.322262220334,True,False,8692.075341556696,True,True,8690.223191383664,True,True,5,0,251,0,BUY,163.0,8685.5,2016-10-25 11:55:00,SELL,-1336.6000000001186,282760.89999999886,255,s7_NIFTY 50
NIFTY 50,NSE,2016-10-25 13:45:00,8680.4,False,True,2016-10-25 13:45:00,8682.7,8685.5,8680.05,8680.4,0,8685.246448560205,True,True,8688.626300075057,False,True,8689.547121775217,False,True,0,9,0,5,SELL,-162.0,8690.55,2016-10-25 14:05:00,BUY,-1644.299999999941,281116.5999999989,256,s7_NIFTY 50
NIFTY 50,NSE,2016-10-26 09:35:00,8632.55,False,True,2016-10-26 09:35:00,8622.7,8632.7,8622.7,8632.55,0,8667.635915363759,False,True,8679.492449221541,False,True,8686.960997796454,False,True,0,5,0,5,SELL,-162.0,8622.05,2016-10-28 10:10:00,BUY,1701.0,282817.5999999989,257,s7_NIFTY 50
NIFTY 50,NSE,2016-10-28 12:15:00,8639.55,True,False,2016-10-28 12:15:00,8638.3,8642.4,8638.0,8639.55,0,8636.853571030042,True,False,8624.699951385115,True,False,8622.572187356322,True,False,33,0,5,0,BUY,163.0,8622.15,2016-10-28 12:35:00,SELL,-2836.1999999999407,279981.399999999,258,s7_NIFTY 50
NIFTY 50,NSE,2016-10-28 13:45:00,8636.15,True,False,2016-10-28 13:45:00,8630.1,8636.3,8627.8,8636.15,0,8631.823744970063,True,False,8627.773852258553,True,False,8623.910584429055,True,False,5,0,23,0,BUY,162.0,8622.85,2016-10-30 19:15:00,SELL,-2154.599999999882,277826.7999999991,259,s7_NIFTY 50
NIFTY 50,NSE,2016-11-01 11:35:00,8642.7,True,False,2016-11-01 11:35:00,8641.15,8645.0,8640.4,8642.7,0,8635.309363181837,True,False,8634.259394499968,True,False,8629.31953418834,True,False,5,0,84,0,BUY,160.0,8628.55,2016-11-01 14:35:00,SELL,-2264.000000000233,275562.7999999989,260,s7_NIFTY 50
NIFTY 50,NSE,2016-11-02 09:45:00,8541.5,False,True,2016-11-02 09:45:00,8539.45,8545.1,8538.2,8541.5,0,8587.800909248183,False,True,8618.204359469455,False,True,8630.094590583463,False,True,0,20,0,5,SELL,-161.0,8504.1,2016-11-07 09:15:00,BUY,6021.399999999941,281584.19999999885,261,s7_NIFTY 50
NIFTY 50,NSE,2016-11-07 13:05:00,8516.25,True,False,2016-11-07 13:05:00,8514.45,8518.25,8511.65,8516.25,0,8514.45859485507,True,False,8503.047510570384,True,False,8500.883477622281,True,False,47,0,5,0,BUY,165.0,8503.8,2016-11-07 15:00:00,SELL,-2054.25000000012,279529.94999999873,262,s7_NIFTY 50
NIFTY 50,NSE,2016-11-08 09:35:00,8520.4,True,False,2016-11-08 09:35:00,8523.45,8524.6,8519.25,8520.4,0,8513.376448404819,True,True,8511.799404462661,True,True,8505.24400332961,True,False,5,0,38,0,BUY,164.0,8500.0,2016-11-08 10:30:00,SELL,-3345.5999999999403,276184.3499999988,263,s7_NIFTY 50
NIFTY 50,NSE,2016-11-08 12:45:00,8483.9,False,True,2016-11-08 12:45:00,8487.1,8488.1,8481.4,8483.9,0,8496.015407745053,False,True,8501.888433083956,False,True,8503.922257678465,False,True,0,14,0,5,SELL,-162.0,8503.7,2016-11-08 14:05:00,BUY,-3207.600000000177,272976.74999999866,264,s7_NIFTY 50
NIFTY 50,NSE,2016-11-09 09:35:00,8289.45,False,True,2016-11-09 09:35:00,8337.15,8350.6,8289.45,8289.45,0,8417.4808510304,False,True,8463.64168067687,False,True,8492.727277511092,False,True,0,5,0,5,SELL,-164.0,8419.6,2016-11-09 13:40:00,BUY,-21344.59999999994,251632.1499999987,265,s7_NIFTY 50
NIFTY 50,NSE,2016-11-10 10:05:00,8552.75,True,False,2016-11-10 10:05:00,8546.7,8554.05,8546.4,8552.75,0,8504.146665445822,True,False,8440.178033577016,True,False,8426.681387267998,True,False,40,0,5,0,BUY,147.0,8215.2,2016-11-15 09:15:00,SELL,-49619.84999999989,202012.29999999882,266,s7_NIFTY 50
NIFTY 50,NSE,2016-11-15 10:05:00,8162.2,False,True,2016-11-15 10:05:00,8177.0,8180.6,8162.0,8162.2,0,8307.222787177021,False,True,8423.743692758871,False,True,8462.888172749535,False,True,0,17,0,5,SELL,-123.0,8006.95,2016-11-22 14:50:00,BUY,19095.75,221108.04999999882,267,s7_NIFTY 50
NIFTY 50,NSE,2016-11-23 13:30:00,8018.05,True,False,2016-11-23 13:30:00,8023.45,8025.3,8015.7,8018.05,0,8015.801437782183,True,False,8008.059485540092,True,False,8006.342057522179,True,False,36,0,5,0,BUY,137.0,7981.75,2016-11-24 09:15:00,SELL,-4973.100000000025,216134.9499999988,268,s7_NIFTY 50
NIFTY 50,NSE,2016-11-24 10:50:00,7993.3,False,True,2016-11-24 10:50:00,7996.75,7997.5,7991.95,7993.3,0,7997.5105066622,False,True,8006.380645712817,False,True,8008.575432442139,False,True,0,20,0,5,SELL,-135.0,8011.9,2016-11-24 14:20:00,BUY,-2510.9999999999263,213623.94999999888,269,s7_NIFTY 50
NIFTY 50,NSE,2016-11-24 15:20:00,7961.2,False,True,2016-11-24 15:20:00,7962.95,7963.6,7959.0,7961.2,0,7984.593636030806,False,True,7990.0027450487,False,True,8000.68498137766,False,True,0,5,0,59,SELL,-134.0,8001.6,2016-11-25 09:30:00,BUY,-5413.600000000073,208210.3499999988,270,s7_NIFTY 50
NIFTY 50,NSE,2016-11-25 11:00:00,8045.5,True,False,2016-11-25 11:00:00,8054.8,8056.95,8045.25,8045.5,0,8023.046397422924,True,False,8008.898515545634,True,False,8004.258391323373,True,False,20,0,5,0,BUY,129.0,8189.65,2016-12-01 15:20:00,SELL,18595.349999999955,226805.69999999876,271,s7_NIFTY 50
NIFTY 50,NSE,2016-12-02 10:30:00,8117.55,False,True,2016-12-02 10:30:00,8128.4,8128.4,8112.75,8117.55,0,8147.951099795479,False,True,8175.229094727032,False,True,8182.205992040083,False,True,0,29,0,5,SELL,-139.0,8121.15,2016-12-05 13:55:00,BUY,-500.39999999992415,226305.29999999882,272,s7_NIFTY 50
NIFTY 50,NSE,2016-12-06 10:25:00,8155.0,True,False,2016-12-06 10:25:00,8157.55,8158.0,8152.75,8155.0,0,8152.7323465211075,True,False,8132.02007778731,True,False,8127.546573873617,True,False,40,0,5,0,BUY,138.0,8140.8,2016-12-06 15:15:00,SELL,-1959.599999999975,224345.69999999885,273,s7_NIFTY 50
NIFTY 50,NSE,2016-12-07 09:35:00,8161.0,True,False,2016-12-07 09:35:00,8160.05,8166.15,8158.5,8161.0,0,8157.45346371603,True,False,8157.77493338473,True,False,8143.797850309534,True,False,5,0,70,0,BUY,137.0,8097.3,2016-12-07 14:30:00,SELL,-8726.899999999976,215618.79999999888,274,s7_NIFTY 50
NIFTY 50,NSE,2016-12-08 09:45:00,8202.8,True,False,2016-12-08 09:45:00,8197.5,8204.05,8197.5,8202.8,0,8161.1498870808255,True,False,8157.760245897912,True,False,8152.032214892944,True,False,7,0,5,0,BUY,131.0,8217.6,2016-12-12 09:15:00,SELL,1938.800000000143,217557.59999999902,275,s7_NIFTY 50
NIFTY 50,NSE,2016-12-12 12:25:00,8210.7,False,True,2016-12-12 12:25:00,8211.0,8211.7,8209.45,8210.7,0,8210.113082761682,True,True,8219.669353247835,False,True,8221.38409456016,False,True,0,40,0,6,SELL,-132.0,8205.3,2016-12-13 14:00:00,BUY,712.8000000001921,218270.3999999992,276,s7_NIFTY 50
NIFTY 50,NSE,2016-12-14 11:50:00,8207.45,True,False,2016-12-14 11:50:00,8206.0,8207.7,8205.85,8207.45,0,8204.00294027342,True,False,8201.72600102212,True,False,8200.88405566515,True,False,8,0,5,0,BUY,132.0,8200.1,2016-12-14 12:10:00,SELL,-970.200000000048,217300.19999999917,277,s7_NIFTY 50
NIFTY 50,NSE,2016-12-14 13:25:00,8185.65,False,True,2016-12-14 13:25:00,8179.55,8187.95,8179.55,8185.65,0,8192.633541695222,False,True,8197.371850447118,False,True,8199.88118579272,False,True,0,11,0,5,SELL,-132.0,8210.1,2016-12-14 13:50:00,BUY,-3227.400000000096,214072.79999999906,278,s7_NIFTY 50
NIFTY 50,NSE,2016-12-14 15:20:00,8182.35,False,True,2016-12-14 15:20:00,8177.8,8183.1,8177.25,8182.35,0,8193.7016131353,False,True,8197.00142512636,False,True,8199.483901138468,False,True,0,7,0,5,SELL,-130.0,8217.3,2016-12-15 09:30:00,BUY,-4543.499999999858,209529.2999999992,279,s7_NIFTY 50
NIFTY 50,NSE,2016-12-15 10:40:00,8210.95,True,False,2016-12-15 10:40:00,8214.5,8218.1,8210.45,8210.95,0,8207.747605073018,True,True,8202.403788409889,True,False,8200.474602534385,True,False,15,0,5,0,BUY,127.0,8193.05,2016-12-15 11:10:00,SELL,-2273.300000000185,207255.999999999,280,s7_NIFTY 50
NIFTY 50,NSE,2016-12-15 11:45:00,8172.75,False,True,2016-12-15 11:45:00,8167.7,8175.2,8166.95,8172.75,0,8188.844764027581,False,True,8195.368046052503,False,True,8198.805527114804,False,True,0,8,0,5,SELL,-126.0,8196.55,2016-12-15 13:50:00,BUY,-2998.7999999999083,204257.1999999991,281,s7_NIFTY 50
NIFTY 50,NSE,2016-12-15 14:25:00,8183.35,False,True,2016-12-15 14:25:00,8184.6,8187.35,8182.95,8183.35,0,8184.635916265102,False,True,8186.172134267514,False,True,8193.978360632336,False,True,0,5,0,37,SELL,-124.0,8104.65,2016-12-21 14:10:00,BUY,9758.80000000009,214015.99999999919,282,s7_NIFTY 50
NIFTY 50,NSE,2016-12-21 15:05:00,8065.65,False,True,2016-12-21 15:05:00,8067.65,8069.05,8064.55,8065.65,0,8090.4099836136065,False,True,8092.628112386484,False,True,8102.990113812071,False,True,0,5,0,251,SELL,-132.0,8015.05,2016-12-23 13:20:00,BUY,6679.199999999928,220695.1999999991,283,s7_NIFTY 50
NIFTY 50,NSE,2016-12-23 14:50:00,7986.2,False,True,2016-12-23 14:50:00,7983.15,7987.35,7980.5,7986.2,0,7993.033460491534,False,True,7989.024311086498,False,True,8012.246384615845,False,True,0,5,0,251,SELL,-138.0,7961.5,2016-12-27 13:30:00,BUY,3408.599999999975,224103.7999999991,284,s7_NIFTY 50
NIFTY 50,NSE,2016-12-27 15:00:00,8020.2,True,False,2016-12-27 15:00:00,8010.95,8021.3,8010.95,8020.2,0,7983.151988006548,True,False,7964.37709135445,True,False,7958.026586888436,True,False,64,0,5,0,BUY,139.0,8244.75,2017-01-06 14:55:00,SELL,31212.450000000026,255316.24999999913,285,s7_NIFTY 50
NIFTY 50,NSE,2017-01-09 13:00:00,8239.3,False,True,2017-01-09 13:00:00,8242.0,8242.7,8236.95,8239.3,0,8242.680063913356,False,True,8245.605565821292,False,True,8246.143159793746,False,True,0,17,0,5,SELL,-154.0,8246.15,2017-01-09 13:35:00,BUY,-1054.900000000056,254261.34999999907,286,s7_NIFTY 50
NIFTY 50,NSE,2017-01-09 15:05:00,8238.8,False,True,2017-01-09 15:05:00,8243.05,8243.3,8238.75,8238.8,0,8242.71255008081,False,True,8244.110049775472,False,True,8245.522720506113,False,True,0,5,0,30,SELL,-154.0,8279.25,2017-01-10 09:15:00,BUY,-6229.300000000112,248032.04999999897,287,s7_NIFTY 50
NIFTY 50,NSE,2017-01-10 09:45:00,8271.2,True,False,2017-01-10 09:45:00,8269.0,8273.65,8268.7,8271.2,0,8257.678161701855,True,False,8250.753546515176,True,False,8247.18140593816,True,False,7,0,5,0,BUY,149.0,8395.3,2017-01-17 11:55:00,SELL,18490.899999999783,266522.94999999873,288,s7_NIFTY 50
NIFTY 50,NSE,2017-01-17 14:40:00,8388.15,False,True,2017-01-17 14:40:00,8389.4,8390.6,8387.1,8388.15,0,8390.051625864455,True,True,8395.536056789844,False,True,8396.881355027044,False,True,0,54,0,5,SELL,-158.0,8401.55,2017-01-17 15:00:00,BUY,-2117.1999999999425,264405.7499999988,289,s7_NIFTY 50
NIFTY 50,NSE,2017-01-18 09:40:00,8451.1,True,False,2017-01-18 09:40:00,8449.25,8455.15,8448.7,8451.1,0,8414.40490706307,True,False,8404.93855033138,True,False,8399.252538503053,True,False,6,0,5,0,BUY,156.0,8411.85,2017-01-18 13:40:00,SELL,-6123.0,258282.74999999878,290,s7_NIFTY 50
