tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,Unnamed: 0,date,open,high,low,close,volume,ema20,ema50,ema200,supertrend_dir,is_ema20_in_uptrend,is_ema50_in_uptrend,is_ema200_in_uptrend,is_ema20_in_downtrend,is_ema50_in_downtrend,is_ema200_in_downtrend,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,profit,account_value,index,strategy
NIFTY 50,NSE,2015-02-25 14:50:00+05:30,8754.45,False,True,2315,2015-02-25 14:50:00+05:30,8770.15,8771.95,8752.7,8754.45,0,8785.189643712292,8797.697072782834,8802.202219706389,-1,True,True,True,True,True,True,0,13,0,5,SELL,-60.0,8777.2,2015-02-27 12:20:00+05:30,BUY,-1365.0,104521.95000000004,10,s8_NIFTY 50
NIFTY 50,NSE,2015-02-27 13:40:00+05:30,8818.9,True,False,2451,2015-02-27 13:40:00+05:30,8800.35,8818.9,8800.15,8818.9,0,8787.400056443399,8765.159819309956,8759.816833813667,1,True,True,True,False,False,False,33,0,5,0,BUY,59.0,8801.4,2015-02-28 14:10:00+05:30,SELL,-1032.5,103489.45000000004,11,s8_NIFTY 50
NIFTY 50,NSE,2015-02-28 15:10:00+05:30,8907.1,True,False,2544,2015-02-28 15:10:00+05:30,8877.55,8911.8,8876.7,8907.1,0,8844.341878519492,8843.209112547169,8817.258253153714,1,True,True,True,False,False,False,6,0,98,0,BUY,58.0,8922.2,2015-03-04 15:10:00+05:30,SELL,875.8000000000211,104365.25000000006,12,s8_NIFTY 50
NIFTY 50,NSE,2015-03-05 10:25:00+05:30,8933.15,False,True,2787,2015-03-05 10:25:00+05:30,8936.65,8938.05,8931.0,8933.15,0,8933.479207586219,8966.164003740932,8972.191500929574,-1,False,False,False,True,True,True,0,32,0,5,SELL,-58.0,8761.1,2015-03-12 11:00:00+05:30,BUY,9978.899999999958,114344.15000000002,13,s8_NIFTY 50
NIFTY 50,NSE,2015-03-13 09:15:00+05:30,8819.7,True,False,3148,2015-03-13 09:15:00+05:30,8844.05,8844.05,8816.3,8819.7,0,8770.747990844606,8761.70111958101,8757.949871946692,1,True,True,True,True,True,True,14,0,5,0,BUY,64.0,8739.55,2015-03-13 10:50:00+05:30,SELL,-5129.600000000093,109214.54999999993,14,s8_NIFTY 50
NIFTY 50,NSE,2015-03-13 11:30:00+05:30,8700.8,False,True,3173,2015-03-13 11:30:00+05:30,8732.35,8732.45,8696.35,8700.8,0,8742.228715648946,8753.334413423612,8757.067022659363,-1,False,False,False,True,True,True,0,18,0,5,SELL,-62.0,8726.7,2015-03-17 10:20:00+05:30,BUY,-1605.8000000000902,107608.74999999984,15,s8_NIFTY 50
NIFTY 50,NSE,2015-03-17 11:45:00+05:30,8717.15,True,False,3322,2015-03-17 11:45:00+05:30,8719.35,8722.1,8716.75,8717.15,0,8716.182926071568,8692.366299786612,8687.883752366753,1,True,True,True,True,True,True,32,0,5,0,BUY,61.0,8644.6,2015-03-17 13:05:00+05:30,SELL,-4425.549999999956,103183.19999999988,16,s8_NIFTY 50
NIFTY 50,NSE,2015-03-17 13:25:00+05:30,8665.1,False,True,3342,2015-03-17 13:25:00+05:30,8649.1,8665.15,8649.1,8665.1,0,8675.2774096632,8682.320010997993,8685.914567646018,-1,True,True,True,True,True,True,0,10,0,5,SELL,-59.0,8730.2,2015-03-17 15:20:00+05:30,BUY,-3840.9000000000215,99342.29999999986,17,s8_NIFTY 50
NIFTY 50,NSE,2015-03-18 09:55:00+05:30,8701.25,True,False,3375,2015-03-18 09:55:00+05:30,8691.1,8701.55,8690.25,8701.25,0,8697.705055592252,8687.3310800884,8684.917486109929,1,True,True,True,True,True,True,16,0,6,0,BUY,57.0,8674.85,2015-03-18 14:50:00+05:30,SELL,-1504.7999999999793,97837.49999999988,18,s8_NIFTY 50
NIFTY 50,NSE,2015-03-19 09:35:00+05:30,8782.45,True,False,3446,2015-03-19 09:35:00+05:30,8771.7,8783.4,8771.7,8782.45,0,8715.003462865878,8705.561990178929,8695.10509213217,1,True,True,True,True,True,True,5,0,77,0,BUY,55.0,8658.95,2015-03-19 14:55:00+05:30,SELL,-6792.5,91044.99999999988,19,s8_NIFTY 50
NIFTY 50,NSE,2015-03-20 09:25:00+05:30,8597.3,False,True,3519,2015-03-20 09:25:00+05:30,8606.9,8610.45,8595.25,8597.3,0,8658.105221899506,8696.166181595892,8708.402112938398,-1,False,False,False,True,True,True,0,16,0,5,SELL,-52.0,8425.65,2015-03-30 12:50:00+05:30,BUY,8925.799999999981,99970.79999999987,20,s8_NIFTY 50
NIFTY 50,NSE,2015-03-30 14:10:00+05:30,8462.6,True,False,4026,2015-03-30 14:10:00+05:30,8453.5,8463.3,8453.3,8462.6,0,8443.83672814774,8422.122630664437,8415.756207493389,1,True,True,True,False,False,False,64,0,5,0,BUY,59.0,8735.5,2015-04-15 15:25:00+05:30,SELL,16101.099999999979,116071.89999999985,21,s8_NIFTY 50
NIFTY 50,NSE,2015-04-16 10:10:00+05:30,8710.5,False,True,4653,2015-04-16 10:10:00+05:30,8713.95,8714.85,8702.8,8710.5,0,8746.671950033819,8775.527521164757,8783.571252548167,-1,False,False,False,True,True,True,0,19,0,5,SELL,-66.0,8494.35,2015-04-23 09:55:00+05:30,BUY,14265.899999999976,130337.79999999983,22,s8_NIFTY 50
NIFTY 50,NSE,2015-04-23 12:25:00+05:30,8397.65,False,True,5055,2015-04-23 12:25:00+05:30,8402.1,8406.8,8391.4,8397.65,0,8417.775439142773,8420.126818469967,8439.57263710835,-1,False,False,False,True,True,True,0,5,0,280,SELL,-77.0,8282.85,2015-04-29 13:25:00+05:30,BUY,8839.599999999944,139177.39999999976,23,s8_NIFTY 50
