tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema20,is_ema20_in_uptrend,ema20_uptrend_time_span,is_ema20_in_downtrend,ema20_downtrend_time_span,ema50,is_ema50_in_uptrend,ema50_uptrend_time_span,is_ema50_in_downtrend,ema50_downtrend_time_span,ema100,is_ema100_in_uptrend,ema100_uptrend_time_span,is_ema100_in_downtrend,ema100_downtrend_time_span,ema200,is_ema200_in_uptrend,ema200_uptrend_time_span,is_ema200_in_downtrend,ema200_downtrend_time_span,signal,quantity,exit_price,to,transaction_type,index,strategy
NIFTY BANK,NSE,2015-02-05 09:25:00,19175.85,False,True,2015-02-05 09:25:00,19198.05,19224.75,19164.05,19175.85,0,19220.24602838498,False,0,True,10,19252.20685052497,False,0,True,10,19317.397517273188,False,0,True,5,19476.413678490026,False,0,False,0,SELL,-1,19415.7,2015-02-05 14:00:00,BUY,0,s3
NIFTY BANK,NSE,2015-02-06 09:20:00,19114.95,False,True,2015-02-06 09:20:00,19022.6,19119.7,19022.6,19114.95,0,19173.22609264656,False,0,True,13,19227.81344578352,False,0,True,10,19255.875626320056,False,0,True,10,19353.2610762482,False,0,True,13,SELL,-1,18815.55,2015-02-10 09:45:00,BUY,1,s3
NIFTY BANK,NSE,2015-02-10 14:30:00,18558.35,False,True,2015-02-10 14:30:00,18496.15,18560.4,18496.15,18558.35,0,18590.73824490053,False,0,True,10,18655.065094085923,False,0,True,19,18674.82415789557,False,0,True,15,18760.28817010856,False,0,True,9,SELL,-1,18798.8,2015-02-10 15:20:00,BUY,2,s3
NIFTY BANK,NSE,2015-02-11 10:55:00,18959.85,True,False,2015-02-11 10:55:00,18950.25,18959.85,18944.1,18959.85,0,18942.327848526427,True,12,False,0,18849.16804403763,True,10,False,0,18784.731800676305,True,10,False,0,18798.0383358218,False,0,False,0,BUY,1,18854.6,2015-02-12 09:45:00,SELL,3,s3
NIFTY BANK,NSE,2015-02-12 12:55:00,18770.2,False,True,2015-02-12 12:55:00,18798.3,18803.2,18759.65,18770.2,0,18803.97685474088,False,0,True,12,18843.22566154741,False,0,True,10,18862.79084285612,False,0,False,0,18858.867681148564,False,0,True,19,SELL,-1,18854.95,2015-02-12 13:40:00,BUY,4,s3
NIFTY BANK,NSE,2015-02-12 14:35:00,18991.55,True,False,2015-02-12 14:35:00,18941.4,18995.45,18941.4,18991.55,0,18883.92891889566,True,17,False,0,18861.60847356362,True,12,False,0,18864.999924592325,True,12,False,0,18860.14257147937,True,12,False,0,BUY,1,19225.3,2015-02-16 15:05:00,SELL,5,s3
NIFTY BANK,NSE,2015-02-19 11:10:00,19074.3,False,True,2015-02-19 11:10:00,19027.75,19080.15,19024.1,19074.3,0,19189.424353520448,False,0,True,10,19243.85369292341,False,0,True,13,19263.13319642814,False,0,True,12,19249.155237534727,False,0,True,9,SELL,-1,19214.4,2015-02-19 15:10:00,BUY,6,s3
NIFTY BANK,NSE,2015-02-20 15:20:00,19020.85,False,True,2015-02-20 15:20:00,19052.65,19056.8,19019.4,19020.85,0,19133.88269426674,False,0,True,19,19148.35140858003,False,0,True,10,19142.802411853507,False,0,True,7,19154.278602868264,False,0,True,7,SELL,-1,19181.4,2015-02-23 09:15:00,BUY,7,s3
NIFTY BANK,NSE,2015-02-23 11:40:00,19110.8,False,True,2015-02-23 11:40:00,19095.8,19112.05,19093.1,19110.8,0,19124.34641290304,False,0,True,10,19137.94149577852,False,0,True,10,19140.02946941426,False,0,True,10,19150.008042740184,False,0,True,10,SELL,-1,18984.25,2015-02-25 09:15:00,BUY,8,s3
NIFTY BANK,NSE,2015-02-25 13:10:00,18921.95,False,True,2015-02-25 13:10:00,18957.55,18957.6,18897.7,18921.95,0,18956.38195262779,False,0,True,18,18956.71684436155,False,0,True,11,18952.43817148852,False,0,False,0,18979.691276567035,False,0,True,18,SELL,-1,18779.6,2015-02-27 11:25:00,BUY,9,s3
NIFTY BANK,NSE,2015-02-27 13:25:00,18976.8,True,False,2015-02-27 13:25:00,18989.95,18995.1,18969.0,18976.8,0,18910.44534236153,True,10,False,0,18826.185283749488,True,11,False,0,18779.38555813788,True,10,False,0,18795.81361085153,True,5,False,0,BUY,1,19924.0,2015-03-04 14:25:00,SELL,10,s3
NIFTY BANK,NSE,2015-03-05 10:15:00,19629.25,False,True,2015-03-05 10:15:00,19580.35,19629.7,19580.35,19629.25,0,19658.28534557209,False,0,True,10,19810.09942977444,False,0,True,10,19905.274321381472,False,0,True,9,19873.4481063186,False,0,True,6,SELL,-1,19768.2,2015-03-05 15:05:00,BUY,11,s3
NIFTY BANK,NSE,2015-03-09 10:00:00,19353.55,False,True,2015-03-09 10:00:00,19350.65,19354.9,19336.95,19353.55,0,19466.21894106673,False,0,True,10,19534.65580186089,False,0,True,10,19623.8910825194,False,0,True,10,19705.26100977183,False,0,True,18,SELL,-1,19172.35,2015-03-12 09:15:00,BUY,12,s3
NIFTY BANK,NSE,2015-03-12 15:00:00,19127.25,False,True,2015-03-12 15:00:00,19117.5,19142.8,19113.05,19127.25,0,19140.055314685367,False,0,True,10,19141.09282362633,False,0,True,10,19132.15427984487,False,0,False,0,19160.13964959597,False,0,True,6,SELL,-1,19295.75,2015-03-13 09:15:00,BUY,13,s3
NIFTY BANK,NSE,2015-03-13 09:50:00,19254.35,True,False,2015-03-13 09:50:00,19252.8,19259.8,19242.3,19254.35,0,19196.98789310542,True,11,False,0,19167.99658641068,True,11,False,0,19148.23819125268,True,11,False,0,19165.54310504011,True,6,False,0,BUY,1,19072.6,2015-03-13 10:05:00,SELL,14,s3
NIFTY BANK,NSE,2015-03-13 10:50:00,19046.85,False,True,2015-03-13 10:50:00,19062.35,19069.0,19038.2,19046.85,0,19114.59297613867,False,0,True,10,19137.42687644712,False,0,True,10,19136.03408507137,False,0,True,10,19157.3047832964,False,0,True,10,SELL,-1,18939.3,2015-03-17 09:15:00,BUY,15,s3
NIFTY BANK,NSE,2015-03-17 11:20:00,19049.0,True,False,2015-03-17 11:20:00,19049.95,19070.45,19045.0,19049.0,0,19001.91579542441,True,10,False,0,18936.245047358592,True,20,False,0,18903.746116596994,True,20,False,0,18934.764320668808,True,6,False,0,BUY,1,18921.55,2015-03-17 12:05:00,SELL,16,s3
NIFTY BANK,NSE,2015-03-17 13:00:00,18824.5,False,True,2015-03-17 13:00:00,18863.25,18870.55,18822.3,18824.5,0,18928.86623383268,False,0,True,17,18935.03439880545,False,0,True,12,18915.73576237893,False,0,True,5,18936.293020092744,False,0,True,12,SELL,-1,18925.1,2015-03-17 14:55:00,BUY,17,s3
NIFTY BANK,NSE,2015-03-18 09:25:00,19027.25,True,False,2015-03-18 09:25:00,19030.45,19030.45,19005.25,19027.25,0,18973.324478605395,True,10,False,0,18932.818566681563,True,10,False,0,18915.91113711935,True,10,False,0,18928.612768636547,True,10,False,0,BUY,1,19037.85,2015-03-19 14:25:00,SELL,18,s3
NIFTY BANK,NSE,2015-03-19 15:20:00,18767.75,False,True,2015-03-19 15:20:00,18815.15,18815.15,18751.5,18767.75,0,18981.09042270476,False,0,True,13,19099.847720546364,False,0,True,13,19135.347973480148,False,0,True,18,19107.695503230905,False,0,True,12,SELL,-1,18086.1,2015-03-27 14:45:00,BUY,19,s3
NIFTY BANK,NSE,2015-03-30 13:00:00,18215.6,True,False,2015-03-30 13:00:00,18190.1,18215.6,18182.0,18215.6,0,18160.556082077142,True,10,False,0,18125.61733928905,True,12,False,0,18080.45582464009,True,9,False,0,18098.84000330266,True,7,False,0,BUY,1,18232.15,2015-03-31 14:20:00,SELL,20,s3
NIFTY BANK,NSE,2015-04-01 14:10:00,18472.05,True,False,2015-04-01 14:10:00,18429.2,18472.05,18429.0,18472.05,0,18388.569189429505,True,10,False,0,18335.268623943124,True,19,False,0,18310.85685714008,True,18,False,0,18275.37012158008,True,10,False,0,BUY,1,18440.5,2015-04-07 11:10:00,SELL,21,s3
