tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema20,is_ema20_in_uptrend,ema20_uptrend_time_span,is_ema20_in_downtrend,ema20_downtrend_time_span,ema50,is_ema50_in_uptrend,ema50_uptrend_time_span,is_ema50_in_downtrend,ema50_downtrend_time_span,ema100,is_ema100_in_uptrend,ema100_uptrend_time_span,is_ema100_in_downtrend,ema100_downtrend_time_span,ema200,is_ema200_in_uptrend,ema200_uptrend_time_span,is_ema200_in_downtrend,ema200_downtrend_time_span,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,index,strategy
NIFTY BANK,NSE,2015-03-17 11:45:00,18994.9,True,False,2015-03-17 11:45:00,19004.9,19008.95,18994.8,18994.9,0,19009.69522103753,False,0,False,0,18952.04904260888,True,5,False,0,18915.190201566893,True,5,False,0,18939.13023329485,True,11,False,0,35,0,6,0,BUY,1,18921.55,2015-03-17 12:05:00,SELL,18,s6
NIFTY BANK,NSE,2015-03-17 13:20:00,18808.25,False,True,2015-03-17 13:20:00,18812.5,18820.35,18800.1,18808.25,0,18890.59932106123,False,0,False,0,18916.941892542152,False,0,True,16,18907.807037620543,False,0,True,9,18931.442767529654,False,0,True,16,0,16,0,5,SELL,-1,18925.1,2015-03-17 14:55:00,BUY,19,s6
NIFTY BANK,NSE,2015-03-18 09:40:00,18977.8,True,False,2015-03-18 09:40:00,19026.25,19036.85,18971.85,18977.8,0,18982.138829365555,False,0,False,0,18941.34600305704,True,13,False,0,18921.304402844828,True,13,False,0,18930.97923902804,True,13,False,0,13,0,5,0,BUY,1,19037.85,2015-03-19 14:25:00,SELL,20,s6
NIFTY BANK,NSE,2015-03-20 09:25:00,18691.85,False,True,2015-03-20 09:25:00,18722.1,18735.95,18687.85,18691.85,0,18896.22463159541,False,0,True,17,19044.480290660013,False,0,True,17,19103.87102165732,False,0,False,0,19092.74159955113,False,0,True,16,0,28,0,5,SELL,-1,18086.1,2015-03-27 14:45:00,BUY,21,s6
NIFTY BANK,NSE,2015-03-30 11:30:00,18110.5,True,False,2015-03-30 11:30:00,18143.9,18143.9,18095.95,18110.5,0,18149.917403676314,False,0,True,7,18095.905016551635,True,14,False,0,18049.9809173672,True,11,False,0,18088.898612154204,True,9,False,0,54,0,5,0,BUY,1,18232.15,2015-03-31 14:20:00,SELL,22,s6
NIFTY BANK,NSE,2015-04-01 13:00:00,18309.85,True,False,2015-04-01 13:00:00,18334.95,18334.95,18297.8,18309.85,0,18282.69256296843,True,16,False,0,18276.115923442947,True,5,False,0,18278.569892449745,False,0,False,0,18255.28169675965,True,16,False,0,5,0,173,0,BUY,1,18440.5,2015-04-07 11:10:00,SELL,23,s6
NIFTY BANK,NSE,2015-04-07 14:55:00,18401.0,False,True,2015-04-07 14:55:00,18411.65,18414.95,18389.15,18401.0,0,18436.10681962304,False,0,False,0,18464.06037734828,False,0,True,10,18489.65685799676,False,0,True,8,18468.229650437726,False,0,True,15,0,7,0,5,SELL,-1,18475.85,2015-04-07 15:10:00,BUY,24,s6
NIFTY BANK,NSE,2015-04-08 09:35:00,18561.4,True,False,2015-04-08 09:35:00,18585.85,18587.65,18544.35,18561.4,0,18498.48073337204,False,0,False,0,18484.199018941166,True,9,False,0,18495.15909311455,True,7,False,0,18473.197514483,True,9,False,0,9,0,5,0,BUY,1,18461.95,2015-04-08 10:15:00,SELL,25,s6
NIFTY BANK,NSE,2015-04-08 12:25:00,18513.15,True,False,2015-04-08 12:25:00,18518.8,18526.8,18512.4,18513.15,0,18484.87803633181,True,9,False,0,18480.171914926133,True,8,False,0,18486.862415839263,True,5,False,0,18474.726146330533,True,8,False,0,8,0,5,0,BUY,1,18442.8,2015-04-08 12:45:00,SELL,26,s6
NIFTY BANK,NSE,2015-04-08 13:35:00,18460.35,False,True,2015-04-08 13:35:00,18450.9,18467.9,18447.5,18460.35,0,18460.04085696028,False,0,False,0,18469.13495460219,False,0,True,12,18479.190945435028,False,0,True,12,18472.281161431623,False,0,True,11,0,12,0,5,SELL,-1,18805.0,2015-04-10 09:15:00,BUY,27,s6
NIFTY BANK,NSE,2015-04-10 09:40:00,18852.0,True,False,2015-04-10 09:40:00,18835.35,18857.05,18818.5,18852.0,0,18610.447444839323,True,6,False,0,18526.89777963524,True,6,False,0,18502.79057931293,True,6,False,0,18485.03047469833,True,6,False,0,6,0,5,0,BUY,1,18810.55,2015-04-15 15:00:00,SELL,28,s6
NIFTY BANK,NSE,2015-04-16 10:45:00,18560.35,False,True,2015-04-16 10:45:00,18581.9,18581.9,18555.4,18560.35,0,18630.773335422447,False,0,True,7,18747.85454049357,False,0,True,6,18811.53014449056,False,0,True,5,18804.811551973395,False,0,True,5,0,26,0,10,SELL,-1,18238.7,2015-04-22 15:05:00,BUY,29,s6
NIFTY BANK,NSE,2015-04-23 12:00:00,18285.3,True,False,2015-04-23 12:00:00,18246.85,18297.35,18246.85,18285.3,0,18259.55494389888,False,0,False,0,18236.728395888666,True,5,False,0,18208.897655687848,False,0,False,0,18231.70511362116,True,19,False,0,5,0,18,0,BUY,1,18218.15,2015-04-23 12:20:00,SELL,30,s6
NIFTY BANK,NSE,2015-04-23 13:30:00,18160.55,False,True,2015-04-23 13:30:00,18194.3,18201.5,18144.05,18160.55,0,18209.00451295597,False,0,True,18,18220.7944577727,False,0,True,15,18208.626228258785,False,0,True,6,18227.99388655046,False,0,True,15,0,6,0,5,SELL,-1,18232.95,2015-04-23 13:45:00,BUY,31,s6
NIFTY BANK,NSE,2015-04-23 15:05:00,18270.35,True,False,2015-04-23 15:05:00,18276.1,18290.7,18245.65,18270.35,0,18263.783131535554,True,17,False,0,18245.316173088213,True,17,False,0,18226.152057237807,True,17,False,0,18233.976379019285,True,11,False,0,5,0,9,0,BUY,1,18226.6,2015-04-23 15:15:00,SELL,32,s6
NIFTY BANK,NSE,2015-04-24 09:50:00,18055.6,False,True,2015-04-24 09:50:00,18082.7,18088.9,18035.25,18055.6,0,18165.89969893574,False,0,True,12,18203.69732773074,False,0,True,11,18207.87925672312,False,0,True,11,18223.661102300845,False,0,True,11,0,11,0,5,SELL,-1,18033.55,2015-04-28 10:00:00,BUY,33,s6
NIFTY BANK,NSE,2015-04-28 14:05:00,18095.75,True,False,2015-04-28 14:05:00,18104.05,18118.95,18069.25,18095.75,0,18055.6177383502,True,9,False,0,18023.56997368959,True,18,False,0,17998.0272939964,True,13,False,0,18012.763897361267,True,9,False,0,9,0,5,0,BUY,1,18201.9,2015-04-30 13:00:00,SELL,34,s6
NIFTY BANK,NSE,2015-04-30 14:40:00,18362.55,True,False,2015-04-30 14:40:00,18368.9,18368.9,18343.35,18362.55,0,18300.11980129352,True,11,False,0,18294.403305182816,True,5,False,0,18285.33816498978,True,9,False,0,18238.94631318429,True,6,False,0,5,0,162,0,BUY,1,18371.4,2015-05-04 14:20:00,SELL,35,s6
NIFTY BANK,NSE,2015-05-04 15:25:00,18512.95,True,False,2015-05-04 15:25:00,18516.7,18519.75,18507.65,18512.95,0,18479.600427816404,True,6,False,0,18482.29288509713,True,5,False,0,18454.39232265876,True,7,False,0,18383.66206902504,True,10,False,0,5,0,246,0,BUY,1,18412.5,2015-05-05 13:10:00,SELL,36,s6
NIFTY BANK,NSE,2015-05-05 14:20:00,18487.35,True,False,2015-05-05 14:20:00,18492.15,18503.5,18478.8,18487.35,0,18471.117096343303,True,7,False,0,18476.718651700085,True,5,False,0,18473.139229911245,True,5,False,0,18429.72445403456,True,17,False,0,5,0,251,0,BUY,1,18432.0,2015-05-06 09:15:00,SELL,37,s6
NIFTY BANK,NSE,2015-05-06 10:15:00,18096.7,False,True,2015-05-06 10:15:00,18096.0,18119.35,18091.8,18096.7,0,18258.21051922417,False,0,True,19,18365.559908266863,False,0,True,5,18413.905116237493,False,0,True,16,18408.732607816248,False,0,True,13,0,19,0,5,SELL,-1,17801.55,2015-05-08 12:50:00,BUY,38,s6
NIFTY BANK,NSE,2015-05-11 10:00:00,17959.65,True,False,2015-05-11 10:00:00,17946.65,17959.65,17941.7,17959.65,0,17894.336614786465,True,7,False,0,17825.348804209858,True,5,False,0,17769.297103392593,True,5,False,0,17803.96887157442,True,9,False,0,48,0,5,0,BUY,1,17945.15,2015-05-12 09:15:00,SELL,39,s6
NIFTY BANK,NSE,2015-05-12 11:30:00,17762.45,False,True,2015-05-12 11:30:00,17764.1,17764.45,17747.75,17762.45,0,17800.09431429234,False,0,True,8,17901.2636896165,False,0,True,8,17934.313046139625,False,0,True,8,17920.055058531332,False,0,True,8,0,28,0,5,SELL,-1,17882.8,2015-05-13 09:15:00,BUY,40,s6
NIFTY BANK,NSE,2015-05-13 11:15:00,17788.25,False,True,2015-05-13 11:15:00,17721.65,17788.25,17715.15,17788.25,0,17847.477018739988,False,0,True,6,17826.823419627864,False,0,True,5,17831.07412714961,False,0,True,5,17851.14197051223,False,0,True,5,0,5,0,77,SELL,-1,17874.15,2015-05-13 13:00:00,BUY,41,s6
NIFTY BANK,NSE,2015-05-13 14:00:00,18109.55,True,False,2015-05-13 14:00:00,18097.55,18127.8,18095.4,18109.55,0,17961.598023670405,True,18,False,0,17884.793227197708,True,14,False,0,17856.61224688968,True,13,False,0,17857.30314024337,True,13,False,0,14,0,5,0,BUY,1,17845.7,2015-05-14 09:15:00,SELL,42,s6
NIFTY BANK,NSE,2015-05-14 10:25:00,18083.3,True,False,2015-05-14 10:25:00,18042.5,18083.3,18033.45,18083.3,0,18011.756324856695,True,5,False,0,17983.101408997358,True,5,False,0,17936.642525792035,True,5,False,0,17904.27307141883,True,5,False,0,5,0,37,0,BUY,1,17905.85,2015-05-14 12:40:00,SELL,43,s6
