tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema20,is_ema20_in_uptrend,ema20_uptrend_time_span,is_ema20_in_downtrend,ema20_downtrend_time_span,ema50,is_ema50_in_uptrend,ema50_uptrend_time_span,is_ema50_in_downtrend,ema50_downtrend_time_span,ema100,is_ema100_in_uptrend,ema100_uptrend_time_span,is_ema100_in_downtrend,ema100_downtrend_time_span,ema200,is_ema200_in_uptrend,ema200_uptrend_time_span,is_ema200_in_downtrend,ema200_downtrend_time_span,candle_cnt_ema20_above_ema50,candle_cnt_ema20_below_ema50,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,index,strategy
NIFTY BANK,NSE,2015-03-20 09:25:00,18691.85,False,True,2015-03-20 09:25:00,18722.1,18735.95,18687.85,18691.85,0,18896.22463159541,False,0,True,17,19044.480290660013,False,0,True,17,19103.87102165732,False,0,False,0,19092.74159955113,False,0,True,16,0,32,0,28,0,5,SELL,-1,18086.1,2015-03-27 14:45:00,BUY,17,s9
NIFTY BANK,NSE,2015-03-30 12:50:00,18195.6,True,False,2015-03-30 12:50:00,18182.5,18201.05,18182.5,18195.6,0,18151.394826027765,True,8,False,0,18119.299458346864,True,10,False,0,18075.523127234355,True,7,False,0,18096.777653616104,True,5,False,0,65,0,70,0,21,0,BUY,1,18232.15,2015-03-31 14:20:00,SELL,18,s9
NIFTY BANK,NSE,2015-04-01 13:10:00,18331.3,True,False,2015-04-01 13:10:00,18331.25,18342.9,18325.45,18331.3,0,18291.50593023039,True,18,False,0,18280.35733648078,True,7,False,0,18280.636566611443,True,6,False,0,18256.786710599743,True,18,False,0,5,0,7,0,175,0,BUY,1,18440.5,2015-04-07 11:10:00,SELL,19,s9
NIFTY BANK,NSE,2015-04-08 09:55:00,18519.65,True,False,2015-04-08 09:55:00,18500.5,18523.4,18500.45,18519.65,0,18504.19335284052,True,5,False,0,18488.91249061056,True,13,False,0,18496.774757509684,True,11,False,0,18474.88575528204,True,13,False,0,7,0,13,0,9,0,BUY,1,18461.95,2015-04-08 10:15:00,SELL,20,s9
NIFTY BANK,NSE,2015-04-08 12:35:00,18494.7,True,False,2015-04-08 12:35:00,18512.55,18518.85,18485.45,18494.7,0,18488.197893686585,True,11,False,0,18481.96157929168,True,10,False,0,18487.516207872417,True,7,False,0,18475.29502077788,True,10,False,0,5,0,10,0,7,0,BUY,1,18442.8,2015-04-08 12:45:00,SELL,21,s9
NIFTY BANK,NSE,2015-04-08 13:40:00,18456.8,False,True,2015-04-08 13:40:00,18460.35,18464.9,18453.6,18456.8,0,18459.73220391644,False,0,True,13,18468.6512308923,False,0,True,13,18478.74756033905,False,0,True,13,18472.126277316045,False,0,True,12,0,11,0,13,0,6,SELL,-1,18805.0,2015-04-10 09:15:00,BUY,22,s9
NIFTY BANK,NSE,2015-04-10 09:40:00,18852.0,True,False,2015-04-10 09:40:00,18835.35,18857.05,18818.5,18852.0,0,18610.447444839323,True,6,False,0,18526.89777963524,True,6,False,0,18502.79057931293,True,6,False,0,18485.03047469833,True,6,False,0,6,0,6,0,5,0,BUY,1,18810.55,2015-04-15 15:00:00,SELL,23,s9
NIFTY BANK,NSE,2015-04-16 10:45:00,18560.35,False,True,2015-04-16 10:45:00,18581.9,18581.9,18555.4,18560.35,0,18630.773335422447,False,0,True,7,18747.85454049357,False,0,True,6,18811.53014449056,False,0,True,5,18804.811551973395,False,0,True,5,0,24,0,26,0,10,SELL,-1,18238.7,2015-04-22 15:05:00,BUY,24,s9
NIFTY BANK,NSE,2015-04-23 13:30:00,18160.55,False,True,2015-04-23 13:30:00,18194.3,18201.5,18144.05,18160.55,0,18209.00451295597,False,0,True,18,18220.7944577727,False,0,True,15,18208.626228258785,False,0,True,6,18227.99388655046,False,0,True,15,0,5,0,6,0,5,SELL,-1,18232.95,2015-04-23 13:45:00,BUY,25,s9
NIFTY BANK,NSE,2015-04-23 15:05:00,18270.35,True,False,2015-04-23 15:05:00,18276.1,18290.7,18245.65,18270.35,0,18263.783131535554,True,17,False,0,18245.316173088213,True,17,False,0,18226.152057237807,True,17,False,0,18233.976379019285,True,11,False,0,10,0,5,0,9,0,BUY,1,18226.6,2015-04-23 15:15:00,SELL,26,s9
NIFTY BANK,NSE,2015-04-24 09:50:00,18055.6,False,True,2015-04-24 09:50:00,18082.7,18088.9,18035.25,18055.6,0,18165.89969893574,False,0,True,12,18203.69732773074,False,0,True,11,18207.87925672312,False,0,True,11,18223.661102300845,False,0,True,11,0,7,0,11,0,5,SELL,-1,18033.55,2015-04-28 10:00:00,BUY,27,s9
NIFTY BANK,NSE,2015-04-28 14:05:00,18095.75,True,False,2015-04-28 14:05:00,18104.05,18118.95,18069.25,18095.75,0,18055.6177383502,True,9,False,0,18023.56997368959,True,18,False,0,17998.0272939964,True,13,False,0,18012.763897361267,True,9,False,0,50,0,9,0,5,0,BUY,1,18201.9,2015-04-30 13:00:00,SELL,28,s9
NIFTY BANK,NSE,2015-04-30 14:55:00,18393.4,True,False,2015-04-30 14:55:00,18342.6,18396.15,18314.6,18393.4,0,18316.564476522217,True,14,False,0,18302.11951927579,True,8,False,0,18289.822525690368,True,12,False,0,18242.58865009263,True,9,False,0,5,0,8,0,165,0,BUY,1,18371.4,2015-05-04 14:20:00,SELL,29,s9
NIFTY BANK,NSE,2015-05-05 10:45:00,18527.7,True,False,2015-05-05 10:45:00,18521.7,18531.65,18510.9,18527.7,0,18505.707704534667,True,5,False,0,18494.057438316333,True,14,False,0,18469.43814362857,True,6,False,0,18403.91290481677,True,9,False,0,12,0,14,0,251,0,BUY,1,18412.5,2015-05-05 13:10:00,SELL,30,s9
NIFTY BANK,NSE,2015-05-06 10:15:00,18096.7,False,True,2015-05-06 10:15:00,18096.0,18119.35,18091.8,18096.7,0,18258.21051922417,False,0,True,19,18365.559908266863,False,0,True,5,18413.905116237493,False,0,True,16,18408.732607816248,False,0,True,13,0,54,0,19,0,5,SELL,-1,17801.55,2015-05-08 12:50:00,BUY,31,s9
NIFTY BANK,NSE,2015-05-11 10:00:00,17959.65,True,False,2015-05-11 10:00:00,17946.65,17959.65,17941.7,17959.65,0,17894.336614786465,True,7,False,0,17825.348804209858,True,5,False,0,17769.297103392593,True,5,False,0,17803.96887157442,True,9,False,0,80,0,48,0,5,0,BUY,1,17945.15,2015-05-12 09:15:00,SELL,32,s9
NIFTY BANK,NSE,2015-05-12 11:30:00,17762.45,False,True,2015-05-12 11:30:00,17764.1,17764.45,17747.75,17762.45,0,17800.09431429234,False,0,True,8,17901.2636896165,False,0,True,8,17934.313046139625,False,0,True,8,17920.055058531332,False,0,True,8,0,25,0,28,0,5,SELL,-1,17882.8,2015-05-13 09:15:00,BUY,33,s9
NIFTY BANK,NSE,2015-05-13 12:05:00,17738.0,False,True,2015-05-13 12:05:00,17768.35,17775.4,17738.0,17738.0,0,17790.57366129594,False,0,True,16,17804.635527513637,False,0,True,15,17818.233048390975,False,0,True,15,17842.532444169825,False,0,True,15,0,5,0,15,0,87,SELL,-1,17874.15,2015-05-13 13:00:00,BUY,34,s9
NIFTY BANK,NSE,2015-05-13 14:00:00,18109.55,True,False,2015-05-13 14:00:00,18097.55,18127.8,18095.4,18109.55,0,17961.598023670405,True,18,False,0,17884.793227197708,True,14,False,0,17856.61224688968,True,13,False,0,17857.30314024337,True,13,False,0,12,0,14,0,5,0,BUY,1,17845.7,2015-05-14 09:15:00,SELL,35,s9
NIFTY BANK,NSE,2015-05-14 10:25:00,18083.3,True,False,2015-05-14 10:25:00,18042.5,18083.3,18033.45,18083.3,0,18011.756324856695,True,5,False,0,17983.101408997358,True,5,False,0,17936.642525792035,True,5,False,0,17904.27307141883,True,5,False,0,44,0,5,0,37,0,BUY,1,17905.85,2015-05-14 12:40:00,SELL,36,s9
NIFTY BANK,NSE,2015-05-14 13:50:00,18008.8,True,False,2015-05-14 13:50:00,18004.35,18023.5,18004.35,18008.8,0,17995.96270796329,True,8,False,0,17988.13470017614,True,8,False,0,17965.336937842454,True,6,False,0,17932.226399051582,True,6,False,0,5,0,8,0,78,0,BUY,1,18442.55,2015-05-21 10:05:00,SELL,37,s9
NIFTY BANK,NSE,2015-05-21 14:20:00,18524.2,True,False,2015-05-21 14:20:00,18502.25,18533.0,18499.5,18524.2,0,18511.35860337077,True,8,False,0,18498.53906962276,True,16,False,0,18498.96805618898,True,16,False,0,18466.66874248836,True,7,False,0,11,0,16,0,251,0,BUY,1,18512.0,2015-05-22 14:00:00,SELL,38,s9
NIFTY BANK,NSE,2015-05-25 09:50:00,18364.5,False,True,2015-05-25 09:50:00,18372.15,18376.35,18353.5,18364.5,0,18430.08391068714,False,0,True,12,18509.856183681903,False,0,True,12,18542.573863141537,False,0,True,7,18529.17271057589,False,0,True,6,0,25,0,27,0,5,SELL,-1,18370.35,2015-05-27 09:45:00,BUY,39,s9
NIFTY BANK,NSE,2015-05-27 12:25:00,18426.35,True,False,2015-05-27 12:25:00,18432.2,18432.2,18419.65,18426.35,0,18421.231471895306,True,7,False,0,18389.719356114016,True,6,False,0,18369.608457920367,True,13,False,0,18383.62453091027,True,13,False,0,33,0,35,0,5,0,BUY,1,18449.25,2015-05-28 12:10:00,SELL,40,s9
NIFTY BANK,NSE,2015-05-29 09:40:00,18575.45,True,False,2015-05-29 09:40:00,18579.0,18597.9,18575.05,18575.45,0,18498.81425325889,True,19,False,0,18473.372819832337,True,11,False,0,18467.0102682772,True,11,False,0,18452.07485180334,True,11,False,0,5,0,11,0,10,0,BUY,1,18614.4,2015-06-01 14:05:00,SELL,41,s9
NIFTY BANK,NSE,2015-06-02 11:05:00,18413.75,False,True,2015-06-02 11:05:00,18449.7,18461.45,18409.6,18413.75,0,18541.07935632571,False,0,True,10,18593.911597247166,False,0,True,5,18627.09510009357,False,0,False,0,18614.434844538533,False,0,True,10,0,56,0,65,0,8,SELL,-1,17619.0,2015-06-10 09:15:00,BUY,42,s9
NIFTY BANK,NSE,2015-06-10 10:20:00,17728.05,True,False,2015-06-10 10:20:00,17713.05,17737.25,17713.05,17728.05,0,17639.182567480035,True,20,False,0,17569.20984292403,True,20,False,0,17533.33389516343,True,18,False,0,17550.00464253316,True,14,False,0,14,0,14,0,5,0,BUY,1,17633.25,2015-06-11 10:25:00,SELL,43,s9
NIFTY BANK,NSE,2015-06-11 12:25:00,17479.8,False,True,2015-06-11 12:25:00,17495.25,17497.15,17479.8,17479.8,0,17505.8502218305,False,0,True,11,17571.578327052757,False,0,True,9,17602.216966167452,False,0,True,7,17603.680976119664,False,0,True,5,0,24,0,29,0,11,SELL,-1,17444.0,2015-06-12 14:35:00,BUY,44,s9
