tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema20,is_ema20_in_uptrend,ema20_uptrend_time_span,is_ema20_in_downtrend,ema20_downtrend_time_span,ema50,is_ema50_in_uptrend,ema50_uptrend_time_span,is_ema50_in_downtrend,ema50_downtrend_time_span,ema100,is_ema100_in_uptrend,ema100_uptrend_time_span,is_ema100_in_downtrend,ema100_downtrend_time_span,ema200,is_ema200_in_uptrend,ema200_uptrend_time_span,is_ema200_in_downtrend,ema200_downtrend_time_span,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,signal,quantity,exit_price,to,transaction_type,index,strategy
NIFTY BANK,NSE,2015-02-20 14:25:00,19191.1,True,False,2015-02-20 14:25:00,19189.3,19197.85,19175.9,19191.1,0,19191.591045387137,False,0,True,8,19167.27923106037,True,11,False,0,19149.13178068856,True,20,False,0,19158.431273425955,True,18,False,0,5,0,BUY,1,19149.6,2015-02-20 14:50:00,SELL,10,s5
NIFTY BANK,NSE,2015-02-20 15:15:00,19050.75,False,True,2015-02-20 15:15:00,19084.8,19094.1,19032.2,19050.75,0,19145.78087261061,False,0,True,18,19153.555547705742,False,0,True,9,19145.26609693817,False,0,True,6,19155.619521218014,False,0,True,6,0,9,SELL,-1,19181.4,2015-02-23 09:15:00,BUY,11,s5
NIFTY BANK,NSE,2015-02-23 11:15:00,19104.8,False,True,2015-02-23 11:15:00,19124.3,19124.3,19101.95,19104.8,0,19141.0533483854,False,0,True,5,19146.81462012942,False,0,True,5,19144.49026168253,False,0,True,5,19152.70187360201,False,0,True,5,0,5,SELL,-1,18984.25,2015-02-25 09:15:00,BUY,12,s5
NIFTY BANK,NSE,2015-02-25 12:40:00,18936.2,False,True,2015-02-25 12:40:00,18927.45,18940.0,18926.6,18936.2,0,18960.149613601483,False,0,True,12,18957.75903479894,False,0,True,5,18952.338900527848,False,0,True,5,18981.319536355622,False,0,True,12,0,5,SELL,-1,18779.6,2015-02-27 11:25:00,BUY,13,s5
NIFTY BANK,NSE,2015-02-27 12:55:00,18910.9,True,False,2015-02-27 12:55:00,18898.8,18910.9,18896.45,18910.9,0,18860.45214369278,False,0,False,0,18787.411857593128,True,5,False,0,18755.28909561925,False,0,False,0,18785.16744439492,True,19,False,0,45,0,BUY,1,19924.0,2015-03-04 14:25:00,SELL,14,s5
NIFTY BANK,NSE,2015-03-05 10:10:00,19580.35,False,True,2015-03-05 10:10:00,19594.85,19611.55,19576.75,19580.35,0,19661.34169773757,False,0,True,9,19817.481039152983,False,0,True,9,19910.850570219685,False,0,True,8,19875.90062678043,False,0,True,5,0,29,SELL,-1,19768.2,2015-03-05 15:05:00,BUY,15,s5
NIFTY BANK,NSE,2015-03-09 09:35:00,19303.65,False,True,2015-03-09 09:35:00,19358.85,19370.45,19303.65,19303.65,0,19544.95106129827,False,0,True,5,19576.773092973388,False,0,True,5,19653.29892412252,False,0,True,5,19723.773837954137,False,0,True,13,0,5,SELL,-1,19172.35,2015-03-12 09:15:00,BUY,16,s5
NIFTY BANK,NSE,2015-03-12 12:15:00,19099.4,False,True,2015-03-12 12:15:00,19122.75,19130.15,19099.4,19099.4,0,19141.432337788,False,0,True,17,19134.386965004567,False,0,True,5,19120.662961457136,False,0,False,0,19166.12851542264,False,0,True,17,0,5,SELL,-1,19175.8,2015-03-12 12:35:00,BUY,17,s5
NIFTY BANK,NSE,2015-03-12 14:55:00,19117.5,False,True,2015-03-12 14:55:00,19119.7,19134.15,19100.0,19117.5,0,19141.40324254698,False,0,True,9,19141.657836835573,False,0,True,9,19132.25335624461,False,0,False,0,19160.471063634734,False,0,True,5,0,9,SELL,-1,19295.75,2015-03-13 09:15:00,BUY,18,s5
NIFTY BANK,NSE,2015-03-13 09:50:00,19254.35,True,False,2015-03-13 09:50:00,19252.8,19259.8,19242.3,19254.35,0,19196.98789310542,True,11,False,0,19167.99658641068,True,11,False,0,19148.23819125268,True,11,False,0,19165.54310504011,True,6,False,0,6,0,BUY,1,19072.6,2015-03-13 10:05:00,SELL,19,s5
NIFTY BANK,NSE,2015-03-13 10:25:00,19077.5,False,True,2015-03-13 10:25:00,19075.95,19080.65,19054.65,19077.5,0,19156.48102844067,False,0,True,5,19156.917702052942,False,0,True,5,19145.17122714467,False,0,True,5,19162.856018108247,False,0,True,5,0,5,SELL,-1,18939.3,2015-03-17 09:15:00,BUY,20,s5
NIFTY BANK,NSE,2015-03-17 11:20:00,19049.0,True,False,2015-03-17 11:20:00,19049.95,19070.45,19045.0,19049.0,0,19001.91579542441,True,10,False,0,18936.245047358592,True,20,False,0,18903.746116596994,True,20,False,0,18934.764320668808,True,6,False,0,30,0,BUY,1,18921.55,2015-03-17 12:05:00,SELL,21,s5
NIFTY BANK,NSE,2015-03-17 13:00:00,18824.5,False,True,2015-03-17 13:00:00,18863.25,18870.55,18822.3,18824.5,0,18928.86623383268,False,0,True,17,18935.03439880545,False,0,True,12,18915.73576237893,False,0,True,5,18936.293020092744,False,0,True,12,0,12,SELL,-1,18925.1,2015-03-17 14:55:00,BUY,22,s5
NIFTY BANK,NSE,2015-03-18 09:20:00,19025.05,True,False,2015-03-18 09:20:00,19023.35,19043.5,19013.65,19025.05,0,18967.64810793228,True,9,False,0,18928.96422246448,True,9,False,0,18913.661867147854,True,9,False,0,18927.62112417488,True,9,False,0,9,0,BUY,1,19037.85,2015-03-19 14:25:00,SELL,23,s5
NIFTY BANK,NSE,2015-03-19 15:20:00,18767.75,False,True,2015-03-19 15:20:00,18815.15,18815.15,18751.5,18767.75,0,18981.09042270476,False,0,True,13,19099.847720546364,False,0,True,13,19135.347973480148,False,0,True,18,19107.695503230905,False,0,True,12,0,24,SELL,-1,18086.1,2015-03-27 14:45:00,BUY,24,s5
NIFTY BANK,NSE,2015-03-30 11:10:00,18143.25,True,False,2015-03-30 11:10:00,18133.3,18152.35,18133.05,18143.25,0,18155.743536992304,False,0,False,0,18088.41901286448,True,10,False,0,18042.53695915329,True,7,False,0,18086.82536792865,True,5,False,0,50,0,BUY,1,18232.15,2015-03-31 14:20:00,SELL,25,s5
NIFTY BANK,NSE,2015-04-01 13:00:00,18309.85,True,False,2015-04-01 13:00:00,18334.95,18334.95,18297.8,18309.85,0,18282.69256296843,True,16,False,0,18276.115923442947,True,5,False,0,18278.569892449745,False,0,False,0,18255.28169675965,True,16,False,0,5,0,BUY,1,18440.5,2015-04-07 11:10:00,SELL,26,s5
NIFTY BANK,NSE,2015-04-07 14:45:00,18460.65,False,True,2015-04-07 14:45:00,18465.25,18468.85,18449.0,18460.65,0,18442.765671617064,True,8,False,0,18468.878526231925,False,0,True,8,18493.05998457748,False,0,True,6,18469.481688498443,False,0,True,13,0,5,SELL,-1,18475.85,2015-04-07 15:10:00,BUY,27,s5
NIFTY BANK,NSE,2015-04-08 09:15:00,18546.45,True,False,2015-04-08 09:15:00,18559.55,18559.55,18524.75,18546.45,0,18463.61838772667,True,17,False,0,18469.49838538048,True,5,False,0,18489.02793130379,False,0,False,0,18469.30143358237,True,5,False,0,5,0,BUY,1,18461.95,2015-04-08 10:15:00,SELL,28,s5
NIFTY BANK,NSE,2015-04-08 11:35:00,18408.6,False,True,2015-04-08 11:35:00,18384.3,18417.55,18381.95,18408.6,0,18457.54689562244,False,0,True,18,18472.115705444405,False,0,True,18,18485.04934700497,False,0,True,18,18472.666612294805,False,0,True,17,0,18,SELL,-1,18483.15,2015-04-08 11:50:00,BUY,29,s5
NIFTY BANK,NSE,2015-04-08 12:10:00,18532.5,True,False,2015-04-08 12:10:00,18518.2,18535.6,18518.2,18532.5,0,18473.23047010773,True,6,False,0,18475.304243868337,True,5,False,0,18484.911288312047,False,0,False,0,18473.393129831733,True,5,False,0,5,0,BUY,1,18442.8,2015-04-08 12:45:00,SELL,30,s5
NIFTY BANK,NSE,2015-04-08 13:15:00,18428.4,False,True,2015-04-08 13:15:00,18459.65,18460.55,18410.85,18428.4,0,18467.055913494303,False,0,True,8,18473.315412589203,False,0,True,8,18482.05560156091,False,0,True,8,18473.40526603005,False,0,True,7,0,8,SELL,-1,18805.0,2015-04-10 09:15:00,BUY,31,s5
NIFTY BANK,NSE,2015-04-10 09:35:00,18835.35,True,False,2015-04-10 09:35:00,18849.1,18853.8,18825.45,18835.35,0,18585.02086008557,True,5,False,0,18513.628301253,True,5,False,0,18495.735843637667,True,5,False,0,18481.344458765707,True,5,False,0,5,0,BUY,1,18810.55,2015-04-15 15:00:00,SELL,32,s5
NIFTY BANK,NSE,2015-04-16 10:00:00,18596.4,False,True,2015-04-16 10:00:00,18633.7,18649.15,18593.25,18596.4,0,18713.147397827364,False,0,True,18,18823.00786256821,False,0,True,17,18858.286032823584,False,0,True,16,18826.50530887744,False,0,True,16,0,17,SELL,-1,18238.7,2015-04-22 15:05:00,BUY,33,s5
NIFTY BANK,NSE,2015-04-23 12:00:00,18285.3,True,False,2015-04-23 12:00:00,18246.85,18297.35,18246.85,18285.3,0,18259.55494389888,False,0,False,0,18236.728395888666,True,5,False,0,18208.897655687848,False,0,False,0,18231.70511362116,True,19,False,0,5,0,BUY,1,18218.15,2015-04-23 12:20:00,SELL,34,s5
NIFTY BANK,NSE,2015-04-23 13:25:00,18194.3,False,True,2015-04-23 13:25:00,18185.55,18198.7,18178.65,18194.3,0,18214.104988003968,False,0,True,17,18223.25341523281,False,0,True,14,18209.597465185885,False,0,True,5,18228.671551129868,False,0,True,14,0,5,SELL,-1,18232.95,2015-04-23 13:45:00,BUY,35,s5
NIFTY BANK,NSE,2015-04-23 14:35:00,18342.45,True,False,2015-04-23 14:35:00,18303.85,18342.45,18283.1,18342.45,0,18258.05642289784,True,11,False,0,18238.74892426365,True,11,False,0,18220.677481300874,True,11,False,0,18231.81803773481,True,5,False,0,5,0,BUY,1,18221.35,2015-04-23 14:40:00,SELL,36,s5
NIFTY BANK,NSE,2015-04-23 15:05:00,18270.35,True,False,2015-04-23 15:05:00,18276.1,18290.7,18245.65,18270.35,0,18263.783131535554,True,17,False,0,18245.316173088213,True,17,False,0,18226.152057237807,True,17,False,0,18233.976379019285,True,11,False,0,5,0,BUY,1,18226.6,2015-04-23 15:15:00,SELL,37,s5
NIFTY BANK,NSE,2015-04-24 09:30:00,18065.0,False,True,2015-04-24 09:30:00,18113.45,18113.45,18064.05,18065.0,0,18207.9052197936,False,0,True,8,18224.905060913872,False,0,True,7,18218.38177208946,False,0,True,7,18229.443879514387,False,0,True,7,0,7,SELL,-1,18033.55,2015-04-28 10:00:00,BUY,38,s5
NIFTY BANK,NSE,2015-04-28 13:45:00,18135.85,True,False,2015-04-28 13:45:00,18033.65,18149.2,18029.5,18135.85,0,18030.69352040028,True,5,False,0,18009.072528865225,True,14,False,0,17988.916831307066,True,9,False,0,18008.8965241424,True,5,False,0,5,0,BUY,1,18201.9,2015-04-30 13:00:00,SELL,39,s5
NIFTY BANK,NSE,2015-04-30 14:40:00,18362.55,True,False,2015-04-30 14:40:00,18368.9,18368.9,18343.35,18362.55,0,18300.11980129352,True,11,False,0,18294.403305182816,True,5,False,0,18285.33816498978,True,9,False,0,18238.94631318429,True,6,False,0,5,0,BUY,1,18371.4,2015-05-04 14:20:00,SELL,40,s5
NIFTY BANK,NSE,2015-05-04 15:25:00,18512.95,True,False,2015-05-04 15:25:00,18516.7,18519.75,18507.65,18512.95,0,18479.600427816404,True,6,False,0,18482.29288509713,True,5,False,0,18454.39232265876,True,7,False,0,18383.66206902504,True,10,False,0,5,0,BUY,1,18412.5,2015-05-05 13:10:00,SELL,41,s5
NIFTY BANK,NSE,2015-05-05 14:20:00,18487.35,True,False,2015-05-05 14:20:00,18492.15,18503.5,18478.8,18487.35,0,18471.117096343303,True,7,False,0,18476.718651700085,True,5,False,0,18473.139229911245,True,5,False,0,18429.72445403456,True,17,False,0,5,0,BUY,1,18432.0,2015-05-06 09:15:00,SELL,42,s5
NIFTY BANK,NSE,2015-05-06 10:15:00,18096.7,False,True,2015-05-06 10:15:00,18096.0,18119.35,18091.8,18096.7,0,18258.21051922417,False,0,True,19,18365.559908266863,False,0,True,5,18413.905116237493,False,0,True,16,18408.732607816248,False,0,True,13,0,19,SELL,-1,17801.55,2015-05-08 12:50:00,BUY,43,s5
NIFTY BANK,NSE,2015-05-11 10:00:00,17959.65,True,False,2015-05-11 10:00:00,17946.65,17959.65,17941.7,17959.65,0,17894.336614786465,True,7,False,0,17825.348804209858,True,5,False,0,17769.297103392593,True,5,False,0,17803.96887157442,True,9,False,0,48,0,BUY,1,17945.15,2015-05-12 09:15:00,SELL,44,s5
NIFTY BANK,NSE,2015-05-12 11:15:00,17753.75,False,True,2015-05-12 11:15:00,17739.9,17759.65,17737.05,17753.75,0,17813.16947727968,False,0,True,5,17918.927060079714,False,0,True,5,17944.922983198674,False,0,True,5,17924.844435459687,False,0,True,5,0,25,SELL,-1,17882.8,2015-05-13 09:15:00,BUY,45,s5
NIFTY BANK,NSE,2015-05-13 11:15:00,17788.25,False,True,2015-05-13 11:15:00,17721.65,17788.25,17715.15,17788.25,0,17847.477018739988,False,0,True,6,17826.823419627864,False,0,True,5,17831.07412714961,False,0,True,5,17851.14197051223,False,0,True,5,0,5,SELL,-1,17874.15,2015-05-13 13:00:00,BUY,46,s5
NIFTY BANK,NSE,2015-05-13 13:40:00,18027.0,True,False,2015-05-13 13:40:00,18015.65,18045.5,18005.45,18027.0,0,17903.12285772396,True,14,False,0,17851.17330383671,True,10,False,0,17838.18048401237,True,9,False,0,17848.3114224668,True,9,False,0,10,0,BUY,1,17845.7,2015-05-14 09:15:00,SELL,47,s5
NIFTY BANK,NSE,2015-05-14 10:25:00,18083.3,True,False,2015-05-14 10:25:00,18042.5,18083.3,18033.45,18083.3,0,18011.756324856695,True,5,False,0,17983.101408997358,True,5,False,0,17936.642525792035,True,5,False,0,17904.27307141883,True,5,False,0,5,0,BUY,1,17905.85,2015-05-14 12:40:00,SELL,48,s5
NIFTY BANK,NSE,2015-05-14 13:45:00,18004.35,True,False,2015-05-14 13:45:00,18045.35,18045.35,18002.25,18004.35,0,17994.61141406469,True,7,False,0,17987.291218550672,True,7,False,0,17964.458896182616,True,5,False,0,17931.456812852637,True,5,False,0,7,0,BUY,1,18442.55,2015-05-21 10:05:00,SELL,49,s5
NIFTY BANK,NSE,2015-05-21 13:25:00,18512.25,True,False,2015-05-21 13:25:00,18517.9,18521.2,18508.15,18512.25,0,18478.7787788202,True,17,False,0,18481.36706907044,True,5,False,0,18491.265623256088,True,5,False,0,18459.23672049912,True,16,False,0,5,0,BUY,1,18512.0,2015-05-22 14:00:00,SELL,50,s5
NIFTY BANK,NSE,2015-05-25 09:45:00,18372.15,False,True,2015-05-25 09:45:00,18364.25,18378.9,18359.6,18372.15,0,18436.987480233154,False,0,True,11,18515.789089138307,False,0,True,11,18546.17131490466,False,0,True,6,18530.82732682497,False,0,True,5,0,26,SELL,-1,18370.35,2015-05-27 09:45:00,BUY,51,s5
NIFTY BANK,NSE,2015-05-27 12:20:00,18432.2,True,False,2015-05-27 12:20:00,18440.85,18446.7,18429.9,18432.2,0,18420.692679463235,True,6,False,0,18388.22422779214,True,5,False,0,18368.46216408897,True,12,False,0,18383.193982958168,True,12,False,0,34,0,BUY,1,18449.25,2015-05-28 12:10:00,SELL,52,s5
NIFTY BANK,NSE,2015-05-28 14:55:00,18406.0,False,True,2015-05-28 14:55:00,18409.65,18414.0,18391.8,18406.0,0,18419.30814378577,False,0,False,0,18443.27951257909,False,0,True,9,18453.052395040715,False,0,True,15,18443.85000052864,False,0,True,7,0,49,SELL,-1,18455.0,2015-05-28 15:05:00,BUY,53,s5
NIFTY BANK,NSE,2015-05-28 15:25:00,18477.65,True,False,2015-05-28 15:25:00,18459.65,18484.1,18454.65,18477.65,0,18437.32408623885,True,13,False,0,18446.465369993137,True,5,False,0,18453.59771571324,True,5,False,0,18444.65446588785,True,5,False,0,5,0,BUY,1,18614.4,2015-06-01 14:05:00,SELL,54,s5
NIFTY BANK,NSE,2015-06-02 10:40:00,18538.15,False,True,2015-06-02 10:40:00,18545.55,18560.2,18515.3,18538.15,0,18572.42356543466,False,0,True,5,18615.443561002805,False,0,True,20,18640.679969958663,False,0,True,18,18620.373687034,False,0,True,5,0,60,SELL,-1,17619.0,2015-06-10 09:15:00,BUY,55,s5
NIFTY BANK,NSE,2015-06-10 10:00:00,17685.5,True,False,2015-06-10 10:00:00,17681.3,17705.25,17679.0,17685.5,0,17603.531701767828,True,16,False,0,17544.63597903197,True,16,False,0,17518.57291300589,True,14,False,0,17543.456910832796,True,10,False,0,10,0,BUY,1,17633.25,2015-06-11 10:25:00,SELL,56,s5
NIFTY BANK,NSE,2015-06-11 11:35:00,17443.3,False,True,2015-06-11 11:35:00,17484.5,17485.85,17432.65,17443.3,0,17542.311483288737,False,0,False,0,17614.826644622462,False,0,True,19,17628.547522410994,False,0,True,17,17616.358183357268,False,0,True,15,0,19,SELL,-1,17444.0,2015-06-12 14:35:00,BUY,57,s5
NIFTY BANK,NSE,2015-06-15 10:25:00,17411.4,False,True,2015-06-15 10:25:00,17426.25,17432.15,17411.4,17411.4,0,17468.10856818764,False,0,True,6,17443.829285229476,False,0,True,5,17428.54081202613,False,0,True,5,17455.048538274248,False,0,True,5,0,5,SELL,-1,17481.9,2015-06-15 10:40:00,BUY,58,s5
NIFTY BANK,NSE,2015-06-15 12:35:00,17392.2,False,True,2015-06-15 12:35:00,17415.35,17422.3,17392.2,17392.2,0,17446.78466420317,False,0,True,17,17449.029299900587,False,0,True,5,17438.826631116786,False,0,False,0,17455.008326447525,False,0,True,5,0,5,SELL,-1,17458.8,2015-06-15 13:10:00,BUY,59,s5
NIFTY BANK,NSE,2015-06-15 13:50:00,17516.5,True,False,2015-06-15 13:50:00,17511.5,17517.25,17507.6,17516.5,0,17470.656070198456,True,11,False,0,17457.57117837425,True,9,False,0,17445.503186475296,True,11,False,0,17456.10410980416,True,9,False,0,9,0,BUY,1,17451.75,2015-06-15 14:30:00,SELL,60,s5
NIFTY BANK,NSE,2015-06-16 09:25:00,17312.0,False,True,2015-06-16 09:25:00,17343.25,17344.9,17309.75,17312.0,0,17431.82455700423,False,0,True,15,17450.80078670966,False,0,True,8,17447.895572706086,False,0,True,5,17455.939884932763,False,0,True,5,0,6,SELL,-1,17424.85,2015-06-16 14:20:00,BUY,61,s5
NIFTY BANK,NSE,2015-06-16 15:10:00,17611.85,True,False,2015-06-16 15:10:00,17592.8,17622.1,17591.85,17611.85,0,17477.80646238467,True,13,False,0,17425.936044350576,True,13,False,0,17415.0976784497,True,12,False,0,17425.292966360546,True,11,False,0,13,0,BUY,1,18317.5,2015-06-24 15:15:00,SELL,62,s5
NIFTY BANK,NSE,2015-06-25 12:20:00,18387.95,True,False,2015-06-25 12:20:00,18377.6,18387.95,18370.85,18387.95,0,18349.07729331192,True,18,False,0,18354.598851966253,True,5,False,0,18368.72254226333,False,0,False,0,18333.003868863383,True,18,False,0,5,0,BUY,1,18342.65,2015-06-26 09:25:00,SELL,63,s5
NIFTY BANK,NSE,2015-06-26 11:25:00,18311.4,False,True,2015-06-26 11:25:00,18310.65,18312.55,18296.1,18311.4,0,18321.242920471912,False,0,True,7,18359.759393440312,False,0,True,7,18377.978487600187,False,0,True,6,18361.148764518173,False,0,True,5,0,27,SELL,-1,18350.35,2015-06-26 13:30:00,BUY,64,s5
NIFTY BANK,NSE,2015-06-29 09:35:00,17889.7,False,True,2015-06-29 09:35:00,17900.55,17914.05,17886.65,17889.7,0,18167.6940639433,False,0,True,5,18256.533745517165,False,0,True,5,18302.45020556013,False,0,True,5,18323.787121436537,False,0,True,5,0,5,SELL,-1,18216.0,2015-06-29 14:10:00,BUY,65,s5
NIFTY BANK,NSE,2015-06-30 11:40:00,18229.35,True,False,2015-06-30 11:40:00,18217.0,18232.6,18215.0,18229.35,0,18215.059598513148,True,18,False,0,18177.72282270369,True,18,False,0,18150.770379861464,True,7,False,0,18176.980274254376,True,5,False,0,50,0,BUY,1,18158.45,2015-06-30 13:45:00,SELL,66,s5
NIFTY BANK,NSE,2015-06-30 14:55:00,18266.4,True,False,2015-06-30 14:55:00,18222.35,18278.1,18219.4,18266.4,0,18191.1875202666,True,6,False,0,18189.25465873368,True,5,False,0,18174.506120960017,True,6,False,0,18183.10936221018,True,5,False,0,5,0,BUY,1,18514.8,2015-07-06 09:15:00,SELL,67,s5
NIFTY BANK,NSE,2015-07-06 11:40:00,18516.0,False,True,2015-07-06 11:40:00,18508.0,18516.45,18504.2,18516.0,0,18519.488440575173,False,0,True,10,18558.20965128325,False,0,True,10,18583.613537021844,False,0,True,10,18558.71527756363,False,0,True,10,0,30,SELL,-1,18577.0,2015-07-06 12:30:00,BUY,68,s5
NIFTY BANK,NSE,2015-07-06 12:50:00,18692.2,True,False,2015-07-06 12:50:00,18657.9,18695.1,18653.15,18692.2,0,18573.08316925821,True,12,False,0,18566.78183154001,True,5,False,0,18581.30308887285,True,5,False,0,18560.472230046675,True,5,False,0,5,0,BUY,1,18731.7,2015-07-07 14:30:00,SELL,69,s5
NIFTY BANK,NSE,2015-07-08 10:45:00,18590.85,False,True,2015-07-08 10:45:00,18620.55,18625.15,18583.1,18590.85,0,18654.64515120765,False,0,True,18,18721.98351815955,False,0,True,16,18751.81035484049,False,0,True,12,18722.162979900382,False,0,True,19,0,36,SELL,-1,18610.55,2015-07-10 09:15:00,BUY,70,s5
NIFTY BANK,NSE,2015-07-10 12:05:00,18594.55,True,False,2015-07-10 12:05:00,18590.0,18598.4,18586.55,18594.55,0,18581.02216797308,True,14,False,0,18565.493462318784,True,18,False,0,18551.93646694272,True,15,False,0,18565.315799264223,True,14,False,0,6,0,BUY,1,18560.85,2015-07-10 12:20:00,SELL,71,s5
NIFTY BANK,NSE,2015-07-10 13:00:00,18667.7,True,False,2015-07-10 13:00:00,18642.35,18668.1,18629.9,18667.7,0,18608.49607522828,True,5,False,0,18583.466559354183,True,8,False,0,18564.163362205527,True,6,False,0,18570.25988609257,True,5,False,0,8,0,BUY,1,18740.55,2015-07-14 11:35:00,SELL,72,s5
NIFTY BANK,NSE,2015-07-14 14:10:00,18837.6,True,False,2015-07-14 14:10:00,18854.4,18854.4,18826.45,18837.6,0,18824.40848916045,True,9,False,0,18826.10456486792,True,7,False,0,18811.92051797133,True,9,False,0,18761.572551784466,True,9,False,0,5,0,BUY,1,18766.7,2015-07-14 15:15:00,SELL,73,s5
NIFTY BANK,NSE,2015-07-16 09:35:00,18927.0,True,False,2015-07-16 09:35:00,18919.75,18927.0,18913.8,18927.0,0,18844.234238199067,True,5,False,0,18830.618986472942,True,5,False,0,18817.97505127296,True,5,False,0,18773.685853898587,True,9,False,0,5,0,BUY,1,19022.8,2015-07-20 09:15:00,SELL,74,s5
NIFTY BANK,NSE,2015-07-20 11:45:00,18910.45,False,True,2015-07-20 11:45:00,18939.9,18939.9,18910.0,18910.45,0,18971.604518202923,False,0,True,6,19022.288681386843,False,0,True,6,19051.07925017786,False,0,True,16,19022.919696624776,False,0,True,11,0,39,SELL,-1,19044.05,2015-07-20 14:30:00,BUY,75,s5
NIFTY BANK,NSE,2015-07-21 10:20:00,19096.55,True,False,2015-07-21 10:20:00,19071.9,19096.55,19067.8,19096.55,0,19030.50259461313,True,18,False,0,19004.02871282135,True,11,False,0,19005.301418434217,True,6,False,0,19001.52497380676,True,6,False,0,31,0,BUY,1,18966.3,2015-07-21 11:40:00,SELL,76,s5
