tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema5,is_ema5_in_uptrend,ema5_uptrend_time_span,is_ema5_in_downtrend,ema5_downtrend_time_span,ema20,is_ema20_in_uptrend,ema20_uptrend_time_span,is_ema20_in_downtrend,ema20_downtrend_time_span,ema50,is_ema50_in_uptrend,ema50_uptrend_time_span,is_ema50_in_downtrend,ema50_downtrend_time_span,ema100,is_ema100_in_uptrend,ema100_uptrend_time_span,is_ema100_in_downtrend,ema100_downtrend_time_span,ema200,is_ema200_in_uptrend,ema200_uptrend_time_span,is_ema200_in_downtrend,ema200_downtrend_time_span,candle_cnt_ema20_above_ema50,candle_cnt_ema20_below_ema50,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,index,strategy
NIFTY BANK,NSE,2017-03-03 09:30:00,20479.7,False,True,2017-03-03 09:30:00,20523.25,20524.45,20477.3,20479.7,0,20506.960182746327,False,0,True,8,20588.435875805928,False,0,True,9,20675.326584590468,False,0,True,6,20721.321887773283,False,0,True,20,20735.9970964787,False,0,True,14,0,38,0,42,0,13,SELL,-1,20606.1,2017-03-06 09:15:00,BUY,232,s8
NIFTY BANK,NSE,2017-03-06 15:20:00,20664.45,True,False,2017-03-06 15:20:00,20669.7,20672.7,20660.25,20664.45,0,20661.376912098043,True,5,False,0,20639.08258270152,True,12,False,0,20629.71690054504,True,8,False,0,20616.11033124861,True,14,False,0,20622.77723279457,True,8,False,0,6,0,8,0,7,0,BUY,1,20620.05,2017-03-07 10:10:00,SELL,233,s8
NIFTY BANK,NSE,2017-03-07 12:25:00,20602.2,False,True,2017-03-07 12:25:00,20603.15,20609.65,20597.55,20602.2,0,20605.069704776048,False,0,True,9,20613.24751274865,False,0,True,9,20619.96532133739,False,0,True,9,20618.153934299928,False,0,True,9,20622.23445596706,False,0,True,9,0,24,0,9,0,5,SELL,-1,20632.15,2017-03-07 14:20:00,BUY,234,s8
NIFTY BANK,NSE,2017-03-08 10:45:00,20691.85,True,False,2017-03-08 10:45:00,20690.35,20697.5,20684.35,20691.85,0,20689.927377668475,True,7,False,0,20678.60280343652,True,18,False,0,20655.58213444862,True,15,False,0,20639.62020656329,True,14,False,0,20631.93675038067,True,6,False,0,26,0,29,0,18,0,BUY,1,20599.65,2017-03-08 11:00:00,SELL,235,s8
NIFTY BANK,NSE,2017-03-08 15:20:00,20684.6,True,False,2017-03-08 15:20:00,20681.15,20690.2,20671.75,20684.6,0,20675.24164704626,True,5,False,0,20661.271723434995,True,10,False,0,20646.07185445903,True,8,False,0,20637.007618213986,True,6,False,0,20631.40621589036,True,6,False,0,23,0,28,0,20,0,BUY,1,20682.3,2017-03-10 14:00:00,SELL,236,s8
NIFTY BANK,NSE,2017-03-14 09:55:00,21118.65,True,False,2017-03-14 09:55:00,21122.65,21141.05,21115.35,21118.65,0,21104.22696051105,True,5,False,0,20954.180701861747,True,18,False,0,20839.533259874752,True,16,False,0,20783.05197464062,True,16,False,0,20735.88909842747,True,19,False,0,9,0,12,0,180,0,BUY,1,21158.8,2017-03-17 10:40:00,SELL,237,s8
NIFTY BANK,NSE,2017-03-20 11:40:00,21103.45,False,True,2017-03-20 11:40:00,21113.05,21114.55,21102.5,21103.45,0,21110.822063315733,False,0,True,5,21116.054895723093,False,0,True,5,21130.082762631457,False,0,True,5,21149.18799841045,False,0,False,0,21148.71944759981,False,0,True,10,0,99,0,30,0,24,SELL,-1,20933.6,2017-03-23 15:05:00,BUY,238,s8
NIFTY BANK,NSE,2017-03-24 13:30:00,21117.7,True,False,2017-03-24 13:30:00,21114.65,21119.25,21109.2,21117.7,0,21115.703458020747,True,6,False,0,21111.34393759832,True,16,False,0,21075.9617318914,True,16,False,0,21016.06950004599,True,5,False,0,20979.336601661416,True,17,False,0,65,0,71,0,44,0,BUY,1,21030.15,2017-03-27 11:45:00,SELL,239,s8
NIFTY BANK,NSE,2017-03-27 14:55:00,21126.4,True,False,2017-03-27 14:55:00,21097.35,21129.1,21091.85,21126.4,0,21111.50227433554,True,8,False,0,21079.36424060056,True,14,False,0,21065.433786206315,True,13,False,0,21060.9142498204,True,13,False,0,21037.00788894586,True,13,False,0,6,0,13,0,136,0,BUY,1,21038.0,2017-03-27 15:15:00,SELL,240,s8
NIFTY BANK,NSE,2017-03-28 09:40:00,21181.9,True,False,2017-03-28 09:40:00,21153.4,21183.4,21148.65,21181.9,0,21159.50746200553,True,6,False,0,21114.38020249001,True,6,False,0,21086.482388413457,True,5,False,0,21073.024978519265,True,5,False,0,21045.961837763807,True,5,False,0,18,0,6,0,148,0,BUY,1,21419.75,2017-03-31 15:05:00,SELL,241,s8
NIFTY BANK,NSE,2017-04-03 12:30:00,21500.2,True,False,2017-04-03 12:30:00,21501.7,21504.05,21490.15,21500.2,0,21495.62433615213,True,9,False,0,21478.06762145466,True,14,False,0,21472.326090245475,True,12,False,0,21472.819083818707,True,8,False,0,21445.56006141685,True,20,False,0,5,0,9,0,251,0,BUY,1,21562.6,2017-04-06 12:35:00,SELL,242,s8
NIFTY BANK,NSE,2017-04-07 14:35:00,21539.35,False,True,2017-04-07 14:35:00,21543.65,21548.1,21533.25,21539.35,0,21547.214856715225,False,0,True,5,21558.745834126512,False,0,True,5,21565.96702784144,False,0,True,5,21574.76614226936,False,0,True,5,21571.92298337357,False,0,True,20,0,62,0,5,0,22,SELL,-1,21530.85,2017-04-10 14:35:00,BUY,243,s8
NIFTY BANK,NSE,2017-04-11 13:25:00,21654.0,True,False,2017-04-11 13:25:00,21643.05,21656.7,21642.05,21654.0,0,21645.058725131035,True,9,False,0,21634.18774055106,True,7,False,0,21610.00500411399,True,17,False,0,21579.896086753168,False,0,False,0,21561.012900437257,True,13,False,0,75,0,57,0,39,0,BUY,1,21596.65,2017-04-12 09:50:00,SELL,244,s8
NIFTY BANK,NSE,2017-04-12 13:10:00,21758.85,True,False,2017-04-12 13:10:00,21736.5,21767.15,21735.95,21758.85,0,21748.077407478675,True,8,False,0,21713.51426866987,True,17,False,0,21686.56629557396,True,15,False,0,21660.87418328644,True,12,False,0,21624.55273039872,True,5,False,0,12,0,15,0,111,0,BUY,1,21678.1,2017-04-13 15:10:00,SELL,245,s8
NIFTY BANK,NSE,2017-04-17 11:45:00,21635.25,False,True,2017-04-17 11:45:00,21650.35,21650.35,21634.5,21635.25,0,21645.36909608856,False,0,True,7,21650.009503296333,False,0,True,5,21663.60579474259,False,0,True,7,21677.36560465838,False,0,False,0,21671.51399510561,False,0,True,9,0,44,0,7,0,16,SELL,-1,21755.85,2017-04-18 09:15:00,BUY,246,s8
NIFTY BANK,NSE,2017-04-18 11:15:00,21932.4,True,False,2017-04-18 11:15:00,21923.45,21935.75,21918.45,21932.4,0,21922.529454005125,True,9,False,0,21879.74192809873,True,14,False,0,21794.26112838406,True,12,False,0,21740.011321536207,True,7,False,0,21705.05994888587,True,5,False,0,25,0,30,0,20,0,BUY,1,21738.95,2017-04-18 14:35:00,SELL,247,s8
NIFTY BANK,NSE,2017-04-19 14:05:00,21545.8,False,True,2017-04-19 14:05:00,21564.9,21579.35,21541.85,21545.8,0,21563.779285787605,False,0,True,5,21572.00439547808,False,0,True,5,21592.366889207107,False,0,True,8,21636.27736299222,False,0,False,0,21669.900520513544,False,0,True,10,0,78,0,88,0,54,SELL,-1,21583.15,2017-04-21 09:15:00,BUY,248,s8
NIFTY BANK,NSE,2017-04-21 12:50:00,21446.55,False,True,2017-04-21 12:50:00,21498.55,21499.5,21428.7,21446.55,0,21480.79885006409,False,0,True,8,21509.17641834252,False,0,True,17,21519.47112151544,False,0,True,12,21526.287826875912,False,0,True,12,21556.398002761263,False,0,True,5,0,6,0,12,0,189,SELL,-1,21563.35,2017-04-21 14:55:00,BUY,249,s8
NIFTY BANK,NSE,2017-04-24 10:55:00,21728.85,True,False,2017-04-24 10:55:00,21725.25,21732.8,21721.25,21728.85,0,21723.251797788125,True,5,False,0,21690.75008411898,True,15,False,0,21621.69931058659,True,13,False,0,21578.23471520624,True,12,False,0,21570.182915517275,True,8,False,0,28,0,33,0,15,0,BUY,1,22295.9,2017-05-03 09:45:00,SELL,250,s8
NIFTY BANK,NSE,2017-05-03 15:00:00,22328.05,True,False,2017-05-03 15:00:00,22313.05,22336.9,22312.6,22328.05,0,22320.21812347205,True,6,False,0,22315.10158244337,True,6,False,0,22309.32496062748,True,20,False,0,22312.131008840293,True,6,False,0,22298.246566463666,True,20,False,0,15,0,6,0,20,0,BUY,1,22295.85,2017-05-03 15:20:00,SELL,251,s8
NIFTY BANK,NSE,2017-05-04 09:35:00,22563.65,True,False,2017-05-04 09:35:00,22546.2,22571.25,22538.65,22563.65,0,22509.75360816332,True,5,False,0,22396.871049011083,True,5,False,0,22348.06260721072,True,5,False,0,22331.84941932466,True,5,False,0,22309.63909472544,True,10,False,0,25,0,5,0,30,0,BUY,1,22533.95,2017-05-05 13:30:00,SELL,252,s8
NIFTY BANK,NSE,2017-05-08 10:25:00,22769.15,True,False,2017-05-08 10:25:00,22737.4,22770.55,22737.4,22769.15,0,22757.42479187456,True,6,False,0,22711.082298600475,True,15,False,0,22683.872811466623,True,15,False,0,22665.95754958325,True,15,False,0,22601.97960479324,True,10,False,0,8,0,11,0,190,0,BUY,1,22687.55,2017-05-09 09:45:00,SELL,253,s8
NIFTY BANK,NSE,2017-05-10 10:15:00,22830.25,True,False,2017-05-10 10:15:00,22822.4,22838.15,22820.9,22830.25,0,22817.17783128684,True,5,False,0,22775.98976551446,True,13,False,0,22752.047099235875,True,13,False,0,22742.01901985775,True,13,False,0,22714.385922275,True,8,False,0,12,0,13,0,251,0,BUY,1,22830.45,2017-05-11 15:05:00,SELL,254,s8
NIFTY BANK,NSE,2017-05-12 10:55:00,22730.65,False,True,2017-05-12 10:55:00,22741.75,22745.5,22727.55,22730.65,0,22739.54636445082,False,0,True,6,22763.78620631935,False,0,True,11,22809.107383653216,False,0,True,9,22832.56909914502,False,0,True,8,22819.65366389823,False,0,True,6,0,37,0,33,0,5,SELL,-1,22790.0,2017-05-15 09:15:00,BUY,255,s8
NIFTY BANK,NSE,2017-05-15 14:55:00,22827.6,True,False,2017-05-15 14:55:00,22820.2,22831.35,22816.25,22827.6,0,22823.41653535475,True,6,False,0,22815.600094266258,True,11,False,0,22808.739014569404,True,11,False,0,22795.32705149655,True,9,False,0,22789.04314997144,True,9,False,0,66,0,11,0,43,0,BUY,1,22780.05,2017-05-16 10:05:00,SELL,256,s8
NIFTY BANK,NSE,2017-05-16 13:35:00,22877.35,True,False,2017-05-16 13:35:00,22872.95,22879.65,22868.3,22877.35,0,22871.152287065503,True,5,False,0,22849.51980015113,True,12,False,0,22832.28381164609,True,12,False,0,22819.123586827416,True,13,False,0,22806.20838946302,True,8,False,0,16,0,19,0,102,0,BUY,1,22837.65,2017-05-17 12:30:00,SELL,257,s8
NIFTY BANK,NSE,2017-05-17 13:45:00,22952.2,True,False,2017-05-17 13:45:00,22957.35,22961.45,22943.7,22952.2,0,22946.746589054623,True,5,False,0,22924.60097252888,True,10,False,0,22913.348858008507,True,10,False,0,22895.497519851186,True,13,False,0,22865.281303088745,True,5,False,0,7,0,10,0,179,0,BUY,1,22787.2,2017-05-18 09:15:00,SELL,258,s8
NIFTY BANK,NSE,2017-05-18 14:35:00,22733.3,False,True,2017-05-18 14:35:00,22739.4,22741.05,22706.7,22733.3,0,22748.253534099644,False,0,True,7,22768.14729383353,False,0,True,6,22781.91156589535,False,0,True,7,22808.04924688866,False,0,True,6,22826.645272958365,False,0,True,5,0,65,0,7,0,52,SELL,-1,22835.6,2017-05-19 09:30:00,BUY,259,s8
NIFTY BANK,NSE,2017-05-19 12:20:00,22683.3,False,True,2017-05-19 12:20:00,22651.55,22691.85,22634.75,22683.3,0,22687.573208577247,False,0,True,5,22755.909088820543,False,0,True,15,22784.67435262422,False,0,True,12,22797.59194149706,False,0,True,12,22813.660645371943,False,0,True,12,0,6,0,12,0,100,SELL,-1,22795.75,2017-05-19 15:20:00,BUY,260,s8
NIFTY BANK,NSE,2017-05-22 13:05:00,22742.45,False,True,2017-05-22 13:05:00,22760.85,22760.85,22738.25,22742.45,0,22752.3186851004,False,0,True,6,22768.52804926669,False,0,True,17,22774.773689948,False,0,True,16,22776.48396560897,False,0,True,8,22787.794338236978,False,0,True,13,0,6,0,9,0,184,SELL,-1,22731.4,2017-05-23 13:50:00,BUY,261,s8
NIFTY BANK,NSE,2017-05-25 13:15:00,22839.9,True,False,2017-05-25 13:15:00,22813.0,22845.6,22813.0,22839.9,0,22791.035096756204,True,8,False,0,22736.716604087407,True,6,False,0,22706.009757072512,True,6,False,0,22687.097343513607,True,5,False,0,22694.56217009294,True,16,False,0,44,0,46,0,5,0,BUY,1,23141.85,2017-05-29 15:25:00,SELL,262,s8
NIFTY BANK,NSE,2017-05-30 14:30:00,23268.3,True,False,2017-05-30 14:30:00,23266.0,23282.95,23261.6,23268.3,0,23261.10349179344,True,8,False,0,23243.78516765864,True,19,False,0,23237.32526252661,True,17,False,0,23235.31019649119,True,8,False,0,23192.65065445904,True,16,False,0,5,0,8,0,245,0,BUY,1,23279.9,2017-06-01 12:10:00,SELL,263,s8
NIFTY BANK,NSE,2017-06-02 09:30:00,23395.95,True,False,2017-06-02 09:30:00,23375.65,23402.15,23374.05,23395.95,0,23375.32660228196,True,8,False,0,23337.500640188577,True,5,False,0,23320.18889522512,True,8,False,0,23313.71517671973,True,8,False,0,23292.19066623377,True,11,False,0,22,0,5,0,251,0,BUY,1,23405.0,2017-06-06 12:20:00,SELL,264,s8
NIFTY BANK,NSE,2017-06-07 09:40:00,23495.2,True,False,2017-06-07 09:40:00,23483.45,23514.0,23483.45,23495.2,0,23474.790911596407,True,6,False,0,23440.720633308083,True,9,False,0,23429.397543292285,True,9,False,0,23427.70666236533,True,6,False,0,23412.72382589817,True,12,False,0,5,0,6,0,251,0,BUY,1,23519.9,2017-06-08 15:10:00,SELL,265,s8
NIFTY BANK,NSE,2017-06-09 12:55:00,23595.55,True,False,2017-06-09 12:55:00,23589.5,23601.65,23589.45,23595.55,0,23587.492920462544,True,5,False,0,23572.71647310557,True,11,False,0,23564.404274564324,True,5,False,0,23560.036002962628,False,0,False,0,23536.79715192266,True,11,False,0,15,0,5,0,251,0,BUY,1,23564.25,2017-06-12 09:40:00,SELL,266,s8
NIFTY BANK,NSE,2017-06-12 14:05:00,23497.8,False,True,2017-06-12 14:05:00,23498.6,23505.65,23492.25,23497.8,0,23502.169755009985,False,0,True,5,23520.702443205555,False,0,True,19,23544.70854318942,False,0,True,19,23561.727582579788,False,0,True,18,23558.395898276063,False,0,True,10,0,52,0,59,0,12,SELL,-1,23551.3,2017-06-13 09:20:00,BUY,267,s8
NIFTY BANK,NSE,2017-06-13 12:10:00,23601.5,True,False,2017-06-13 12:10:00,23603.95,23605.1,23590.95,23601.5,0,23598.58766691932,True,5,False,0,23582.54942640712,True,16,False,0,23561.59389138779,True,16,False,0,23556.458124223893,True,15,False,0,23554.05848311899,True,15,False,0,30,0,23,0,7,0,BUY,1,23551.7,2017-06-13 14:05:00,SELL,268,s8
NIFTY BANK,NSE,2017-06-14 10:05:00,23441.8,False,True,2017-06-14 10:05:00,23429.75,23449.85,23427.55,23441.8,0,23444.62790682863,False,0,True,5,23478.58071170138,False,0,True,11,23514.392675420502,False,0,True,11,23533.7921679405,False,0,True,10,23543.72307988048,False,0,True,8,0,24,0,31,0,17,SELL,-1,23526.55,2017-06-14 13:50:00,BUY,269,s8
NIFTY BANK,NSE,2017-06-15 10:15:00,23404.8,False,True,2017-06-15 10:15:00,23411.1,23423.95,23403.05,23404.8,0,23412.21807587295,False,0,True,5,23440.2230839938,False,0,True,19,23464.645732510788,False,0,True,17,23480.666590431105,False,0,True,17,23502.043669869192,False,0,True,19,0,11,0,17,0,94,SELL,-1,23449.7,2017-06-16 09:15:00,BUY,270,s8
NIFTY BANK,NSE,2017-06-19 09:50:00,23569.4,True,False,2017-06-19 09:50:00,23560.95,23569.6,23559.4,23569.4,0,23563.128402160542,True,8,False,0,23524.74583505596,True,17,False,0,23486.68949818144,True,11,False,0,23463.59370219568,True,17,False,0,23459.6684906504,True,17,False,0,82,0,17,0,12,0,BUY,1,23632.3,2017-06-21 09:15:00,SELL,271,s8
NIFTY BANK,NSE,2017-06-22 10:20:00,23815.8,True,False,2017-06-22 10:20:00,23811.95,23817.5,23807.3,23815.8,0,23804.484835960964,True,5,False,0,23770.53617336178,True,11,False,0,23730.19004784366,True,11,False,0,23705.56553621404,True,11,False,0,23673.16652600577,True,11,False,0,28,0,31,0,243,0,BUY,1,23730.4,2017-06-22 14:55:00,SELL,272,s8
NIFTY BANK,NSE,2017-06-23 10:55:00,23612.35,False,True,2017-06-23 10:55:00,23618.75,23626.75,23612.2,23612.35,0,23617.641624902444,False,0,True,7,23649.24250401533,False,0,True,16,23708.75735649776,False,0,True,15,23737.02509973567,False,0,True,13,23724.545515593178,False,0,True,8,0,31,0,35,0,6,SELL,-1,23352.95,2017-06-29 09:15:00,BUY,273,s8
NIFTY BANK,NSE,2017-06-29 13:25:00,23162.65,False,True,2017-06-29 13:25:00,23220.8,23221.75,23148.6,23162.65,0,23215.36334006561,False,0,True,8,23304.61675526037,False,0,True,15,23335.40130384771,False,0,True,9,23327.5710553714,False,0,True,8,23354.110749208485,False,0,True,9,0,5,0,9,0,5,SELL,-1,23240.4,2017-06-30 15:20:00,BUY,274,s8
NIFTY BANK,NSE,2017-07-03 14:35:00,23270.1,True,False,2017-07-03 14:35:00,23255.0,23275.95,23250.45,23270.1,0,23260.981679087257,True,9,False,0,23256.88554365597,True,7,False,0,23252.4619411862,True,8,False,0,23238.241391426403,True,9,False,0,23244.039906248418,True,17,False,0,77,0,5,0,32,0,BUY,1,23242.3,2017-07-03 14:55:00,SELL,275,s8
