Symbol,From,To,Entry Price,Exit Price,Stoploss,Transaction Type,P&L
BANKNIFTY24MAYFUT,2024-04-22 13:50:02.004361,2024-04-25 09:25:02.008281,48020.0,48145.85,47850.08,BUY,125.85
